name,address,city,state,websites,phone,owners,other_emails,primary_email,,,,,,,,,,,,,,,,,,
"DUGAN PAINTS, INC",32 KNIGHT STREET,NORWALK,CT,"http://www.duganpaints.com/,",(203) 847-1596,Chuck Kempton,chuck@duganpaints.com,N/A,,,,,,,,,,,,,,,,,,
EAST END TILE & CARPET INC,4034 CHICAGO DRIVE,GRANDVILLE,MI,"http://www.johnsoncarpet.com/Johnson_Carpet_Site/WELCOME.html,",(616) 531-3100,Doug Tuttle,doug@johnsoncarpet.com,dtuttle@johnsoncarpet.com,,,,,,,,,,,,,,,,,,
"EBERHARD FLOOR COVERING I,EINSTEIN MOOMJY",265 ROUTE 10,WHIPPANY,NJ,"Not found,http://www.einsteinmoomjy.com,",(973) 887-3600,Dorothy Eberhard,dorothy.eberhard@carpetone.com,leads@carpetone.com,,,,,,,,,,,,,,,,,,
EDDIE EGAN & ASSOCIATES,1011 W. TAFT AVE.,ORANGE,CA,"http://www.eddieegan.com/,",(714) 279-6799,Dan and Armand Egan,armand@eddieegan.com,info@eddieegan.com,,,,,,,,,,,,,,,,,,
EDDIES CARPET SERVICE LTD.,559 UNION AVE,CAMPBELL,CA,"http://eddiescarpet.com/,",(408) 371-7585,Rudy Guerrero,r.guerrero@eddiescarpet.com,sales@eddiescarpet.com,,,,,,,,,,,,,,,,,,
EINSTEIN MOOMJY INC,729 BRICK BLVD,BRICK TOWN,NJ,"http://einsteinmoomjy.com/Login.aspx,",(732) 477-8400,Steve & Joe Zekaria,lzaksons@comcast.net,NONE,,,,,,,,,,,,,,,,,,
ELDREDGE LUMBER AND,3825 CARMEL FOREST DRIVE,CHARLOTTE,NC,"www.eldredgelumber.com/,",(704) 541-7877,Scott Eldredge,seldredge@eldredgelumber.com,info@eldredgelumber.com,,,,,,,,,,,,,,,,,,
"ELITE FLOOR DESIGN, INC.",PO BOX 948,ASHBURN,VA,"http://www.hdwfg.com/valueblind/products/products/sb.cn?productId=66&required=0,",(703) 726-9538,-,-,N/A,,,,,,,,,,,,,,,,,,
"ENID TILE & MARBLE INC,TIEBEN FLOORS LLC",1525 DALLES DRIVE,SHAKOPEE,MN,"www.enidtileandmarble.com,http://www.floorstogo.com/,",(952) 445-0520,Merlin & Dorothy Nightingale,-,N/A,,,,,,,,,,,,,,,,,,
ERICKSON INTERIORS,3115 WEST CARY STREET,RICHMOND,VA,"http://ericksoninteriors.com/,",(804) 355-3512,Richard Poh,careyburkecarpet@aol.com,info@careyburke.com,,,,,,,,,,,,,,,,,,
ERRANDS UNLIMITED,UNIT 1K,WESTLAKE,OH,"www.errandsunlimitedllc.com,",(440) 835-2508,Terry Weber,-,errandsunlimitedllc@gmail.com,,,,,,,,,,,,,,,,,,
ESQUIRE INTERIORS,5863 JACKSON ROAD,ANN ARBOR,MI,"www.esquireinteriors.com,",(734) 663-7011,Ted Barron,tbarron@esquireinteriors.com,N/A,,,,,,,,,,,,,,,,,,
EXCEL DESIGN,979 S. GENE AUTRY TRAIL,PALM SPRINGS,CA,"http://exceldesignbuild.ca/,",(760) 770-5778,Mike Collins,mike@twfaw.com,info@twfaw.com,,,,,,,,,,,,,,,,,,
F & M FLOOR COVERING CORP,1957 W 14TH AVENUE,DENVER,CO,"http://aztecrugbinding.com/,",(303) 825-1112,Brenda Rodriguez,brenda@aztecrug.com,customerservice@aztecrug.com,,,,,,,,,,,,,,,,,,
F. SCHUMACHER & CO. INC.,881 BROADWAY,NEW YORK,NY,"http://www.fschumacher.com/,",(646) 602-3219,Andrew Puschel,andrew.puschel@fschumacher.com; apuschel@fsco.com,info@fsco.com,,,,,,,,,,,,,,,,,,
FACTORY CARPET OUTLET CO,STE 100,CUMMING,GA,"www.factorycarpetoutlet.com/,",(770) 886-0710,Shannon Ruis,,xfcox@aol.com,,,,,,,,,,,,,,,,,,
FARGO LINOLEUM CO INC,15435 HIGHWAY 73,HUNTERSVILLE,NC,"http://fargolinoleum.com/,",(704) 875-1338,Jana Bye,janab@fargolinoleum.com,info@fargolinoleum.com,,,,,,,,,,,,,,,,,,
FELIKIAN'S CARPET ONE FLOOR,1827 E SEMINOLE,SPRINGFIELD,MO,"http://www.felikianscarpetonefullerton.com/,",(417) 883-6455,Gregory Felikian,gregory@felikianscarpet.com,N/A,,,,,,,,,,,,,,,,,,
FENWAY FLOOR COVERING COR,50 NASSAU TERMINAL RD,NEW HYDE PARK,NY,"www.datacarpet.com,",(516) 352-8700,Carl Bolognino,c.bolognino@datacarpet.com,ricky@datacarpet.com,,,,,,,,,,,,,,,,,,
"FLEMING CARPET DISTRIBUTORS,",250 SW MARINE DRIVE,VANCOUVER,CN,"www.imperialcarpets.com,",(604) 430-1030,Amir Sumar,,info@imperialcarpets.com,,,,,,,,,,,,,,,,,,
FLOOR CONCEPTS,16760 VENTURA BLVD.,ENCINO,CA,"www.flooringconcepts.com.au/,",(818) 788-1444,Jack Kalfa,,david@flooringconcepts.com.au,,,,,,,,,,,,,,,,,,
FLOOR COVERING INCORPORATED,3209 VAN BUREN AVENUE,NAPLES,FL,"www.carpetone.com,",(239) 263-0572,Maurice Gutierrez,mgutier1893@earthlink.net,N/A,,,,,,,,,,,,,,,,,,
FLOOR DECOR,363 BOSTON POST RD,ORANGE,CT,"http://floordecorct.com,",(203) 298-4081,janine & Michael Phoenix,jphoenix@floordecorct.com; mike@floordecorct.com,mike@floordecorct.com,,,,,,,,,,,,,,,,,,
"FLOOR FACTORS, INC.",1320 N.W. 17TH AVE.,PORTLAND,OR,"http://www.floorfactors.com,",(503) 222-9393,Gary Crenshaw,garyc@floorfactors.com,showroom@floorfactors.com,,,,,,,,,,,,,,,,,,
"FLOOR IT 4 LESS, INC",2701 N.W. 17TH LANE,POMPANO BEACH,FL,"http://www.floors4lessonline.net/,",(954) 974-4700,Gary Henick,ghenick@hotmail.com,wjrice318@att.net; ralpert@southlandfloors.com,,,,,,,,,,,,,,,,,,
FLOOR SCENE INC,8431 CANOGA AVE SUITE A,CANOGA PARK,CA,"http://canogapark.thefloorclub.com,",(818) 885-0844,Dave Compton,dave@floorscene.com,N/A,,,,,,,,,,,,,,,,,,
"FLOOR STYLES, INC.",14336 DELLWOOD DRIVE,BAXTER,MN,"http://www.baxterftc.com/,",(218) 829-4738,Tom Stieger,tom@ftcbax.com,info@ftcbax.com,,,,,,,,,,,,,,,,,,
"FLOORCOVERING ASSOCIATION,KBW FLOORING, LLC",1000 BROOKFOREST AVENUE,SHOREWOOD,IL,"http://www.fcainc.com/joliet,Not found,",(815) 436-7306,Robert Hill,bobh@fcainc.com,n/a,,,,,,,,,,,,,,,,,,
FLOORHAUS' FLOORING AMERICA,12105 S MEMORIAL DR,BIXBY,OK,"www.floorhausflooringamericabixby.com,",(918) 369-1450,Virgil Klaus,-,bbklaus@floorhaus.com,,,,,,,,,,,,,,,,,,
FLOORING & MORE CARPET ONE,6655 ELVAS AVENUE,SACRAMENTO,CA,"http://www.robertallendesign.com/,",(916) 456-0868,Dennis Stroth,stroth@decoratorsplace.com,N/A,,,,,,,,,,,,,,,,,,
"FLOORQUEST, LLC",503 AMERICAN BLVD WEST,BLOOMINGTON,MN,"http://www.floorquest.net/,",(952) 881-6970,Dan,dan@floorquest.net,N/A,,,,,,,,,,,,,,,,,,
FLOORS BEAUTIFUL,1200 MAMARONECK AVENUE,WHITE PLAINS,NY,"www.floorsbeautiful.com/,",(914) 949-1400,Barbara Schottenfeld,mail@floorsbeautiful.com,showroom@floorsbeautiful.com,,,,,,,,,,,,,,,,,,
FLOORS INC.,4968 VIRGINIA BEACH BLVD.,VIRGINIA BEACH,VA,"www.floorsinc.com/,",(757) 490-0000,John Cecil Law III,admin@carpetsbyjclaw.com,Ro@carpetsbyjclaw.com,,,,,,,,,,,,,,,,,,
FLOORS TO GO BY HIGH TIDE LLC,275 MARKET STREET STE 331,MINNEAPOLIS,MN,"http://hiltonheadisland.floorstogo.com/AboutUs.aspx,",(612) 339-6030,Jackie Cox,jackie@weskuske.com,info@weskuske.com,,,,,,,,,,,,,,,,,,
FLOORS TO GO OF N PLAINFIELD,SUITE 110,NAPLES,FL,"http://northplainfield.floorstogo.com/en/Products/Carpet/Brands.aspx,",(239) 659-6431,Jim Harty and Cliff Vail,hartym@hartybros.com,N/A,,,,,,,,,,,,,,,,,,
FLOW CARPETS,1608 N E 205TH TERRACE,N MIAMI BEACH,FL,"www.flowcarpets.com/,",(305) 652-2111,Jeffrey Konner,flowzz@aol.com,N/A,,,,,,,,,,,,,,,,,,
FOGLIO'S CARPET & DSGN CTR INC,9939 LYNDALE AVE S,BLOOMINGTON,MN,"www.buyabbey.com,",(952) 881-5825,David Pahl,davidp@blcflooring.com,N/A,,,,,,,,,,,,,,,,,,
FORAN INTERIOR DESIGN LLC,168 GROVE STREET,FRANKLIN,MA,"http://foraninteriordesign.com/,",(508) 528-2713,Michael Foran,michael@foraninteriordesign.com,michael@foraninteriordesign.com,,,,,,,,,,,,,,,,,,
FRANK PATTON INTERIORS IN,903 VARSITY DRIVE,TUPELO,MS,"http://www.frankpattoninteriors.com/default.aspx,",(662) 842-1292,David Patton,david@frankpatton.com,designstaff@frankpatton.com,,,,,,,,,,,,,,,,,,
"FRAZIER'S FLOORING, INC",285 CENTRAL AVENUE,WHITE PLAINS,NY,"http://www.frazierscarpetoneknoxville.com/,",(914) 948-7267,Ken Frazier,-,N/A,,,,,,,,,,,,,,,,,,
"FURNITURELAND SOUTH, INC.",11522 W FAIRVIEW AVENUE,BOISE,ID,"www.furniturelandsouth.com/,",(208) 322-2554,Jason & Jeff Harris,jeffharris@furniturelandsouth.com,sales@furniturelandsouth.com,,,,,,,,,,,,,,,,,,
G S F INCORPORATED,1068 NORTH FARMS ROAD,WALLINGFORD,CT,"www.bassettfurniture.com,",(203) 294-1900,Gerry Burdo,,juvenile@bassettfurniture.com,,,,,,,,,,,,,,,,,,
G W PAULSON CO,10855 S W CASCADE BLVD,PORTLAND,OR,"http://www.paulsonsfloorcoverings.com/,",(503) 620-7080,"Richard G. Paulson, Jr",-,info@paulsonsfloorcoverings.com,,,,,,,,,,,,,,,,,,
GALLATIN VALLEY FURNITURE,ROUTE 7A,MANCHESTER CENTER,VT,"www.gvfc1.com/,",(802) 362-2091,Jim DeCosse & Dennis Cattin,-,generalquestions@gvfc1.com,,,,,,,,,,,,,,,,,,
GEHMAN & COMPANY,121 GETTYSBURG PIKE,MECHANICSBURG,PA,"http://www.gehmanandco.com/,",(717) 620-2323,Leon Gehman ,lcar@gehmanandco.com,N/A,,,,,,,,,,,,,,,,,,
GENERAL INTERIORS LLC,3750 HOOKER RD SUITES A & B,ROSEBURG,OR,"www.generalinteriors.biz,",(541) 733-4656,"Art Dillahay, Jr ",,n/a,,,,,,,,,,,,,,,,,,
GEORGE KASHOU CO,11721 W DIXION ST,WEST ALLIS,WI,"http://www.kashoucarpets.com/,",(414) 774-2771,Robert Kashou,Robert@kashoucarpets.com,Robert@kashoucarpets.com,,,,,,,,,,,,,,,,,,
GIORGI BROS.,211 BADEN AVENUE,SO. SAN FRANCISCO,CA,"www.giorgibros.com/,",(650) 588-4621,Steve & Tom Giorgi,tom@giorgibros.com; steve@giorgibros.com,sales@giorgibros.com,,,,,,,,,,,,,,,,,,
GLEN COVE FLOORS INC,1141 37TH ST,BROOKLYN,NY,"www.glenfloors.com/,",(718) 853-3700,Carol Nelson,carol@glenfloors.com,louann@glenfloors.com,,,,,,,,,,,,,,,,,,
"GLEN PACIFIC CARPETS, INC.",444 FOOTHILL BLVD,LA CANADA,CA,"www.glenpacific.com/,",(818) 241-9919,Tony Martinez,glenpacific@gmail.com,glenpacific@gmail.com,,,,,,,,,,,,,,,,,,
"GOLD RIVER FLOORS,BIXBY PLAZA CARPETS INC",714-847-2828,HUNTINGTON BEACH,CA,"www.goldriverflooring.com,http://www.bixbyplaza.com/default.aspx,",(714) 847-2828,Tony Ausilio Jr. ,tony@bixbycarpets.com,gina@bixbycarpets.com,,,,,,,,,,,,,,,,,,
"GOLETA CARPET TOWN,NAPLES FLOORING GALLERY INC",317 CHAPALA STREET,SANTA BARBARA,CA,"http://santabarbara.abbeycarpetandfloor.com,NOT FOUND,",(805) 966-1606,Pablo Gallardo,-,n/a,,,,,,,,,,,,,,,,,,
HAIGHT CARPET LLC,159-161 WASHINGTON ST.,BINGHAMTON,NY,"http://www.haightcarpet.com/,",(607) 722-6401,Thomas Ellis,,N/A,,,,,,,,,,,,,,,,,,
HARBOR FLOOR COVERING,3021 ORCHARD LAKE ROAD,KEEGO HARBOR,MI,"http://www.harborfloors.com,",(248) 681-6460,Greg Bockart,GBOCKART@HARBORFLOORS.COM,n/a,,,,,,,,,,,,,,,,,,
"HARMS CARPET CENTER, INC",340 CULVER RD,ROCHESTER,NY,"www.harmsflooring.com,",(585) 218-2080,Richard Nassar,,admin@unitedcarpetfa.com,,,,,,,,,,,,,,,,,,
"HARRY KATZ FLOOR COV, INC.,COLOR AGE INTERIOR DES CENTER",450 JERICHO TURNPIKE,MINEOLA,NY,"http://www.harrykatzcarpetone.com/,NOT FOUND,",(516) 746-1458,Ron Katz,r.katz@harrykatzcarpetone.com,N/A,,,,,,,,,,,,,,,,,,
HARRY'S LINO TILE & CPT C,1594 DWIGHT STREET,HOLYOKE,MA,"www.american-rug.com,",(413) 533-3200,William Radner,american.rug@verizon.net,N/A,,,,,,,,,,,,,,,,,,
HERNANDEZ CARPETS,3291 WALDEN AVENUE,DEPEW,NY,"www.hernandezwholesaleflooring.com/,",(716) 685-5041,James Caroll,,sales@carollrug.com,,,,,,,,,,,,,,,,,,
"HOLZHEIMER INTERIORS,C B FLOORING",9515 GERWIG LANE     SUITE 130,COLUMBIA,MD,"Not found,www.cbflooring.com,",(410) 381-5400,Chuck & Carol Bode,chuckbode@cbflooring.com,chuckbode@cbflooring.com,,,,,,,,,,,,,,,,,,
HOME PLACE INTERIORS INC,523 LAKE AIR DR,WACO,TX,"www.homeplaceinteriors.com/,",(254) 399-9783,John & Christi Proctor,,Contact@homeplaceinteriors.com,,,,,,,,,,,,,,,,,,
"HOMESITE SERVICES, INC.",4212 HOWARD AVENUE,KENSINGTON,MD,"http://www.homesiteservices.com/,",(301) 897-9226,Roger Flaherty,,info@HomeSiteServices.com,,,,,,,,,,,,,,,,,,
HOPKIN TILE & CARPET,301 EAST BAY STREET,JACKSONVILLE,FL,"www.extremelogorugs.com,",(904) 384-3100,Frank Surface,,N/A,,,,,,,,,,,,,,,,,,
I. LIPMAN ENTERPRISES LTD,1900 AVENUE ROAD,TORONTO,CN,"http://www.lippman-enterprises.com/,",(416) 781-3005,Rick Gelman,rick.gelman@on.aibn.com,N/A,,,,,,,,,,,,,,,,,,
IDEAL FLOOR COVERING,3251 RICHMOND AVENUE,STATEN ISLAND,NY,"http://www.idealfloor.com/,",(718) 605-0909,Jane Curty,gateway210@verizon.net,gateway210@verizon.net,,,,,,,,,,,,,,,,,,
IMPERIAL CARPETS & RUGS LTD,481 JOHN STREET,VICTORIA  BC       V8T5H1,CN,"http://www.imperialcarpetandhome.com/,",(250) 388-6208,Jim & Tom McClymont,tom@edgarandminer.ca,N/A,,,,,,,,,,,,,,,,,,
INDEPENDENT FLOOR COVERING,1400 N. WAYNE ROAD,WESTLAND,MI,"http://www.independentcarpetonewestland.com,",(734) 729-6200,Frances Francavilla,,cathy@carpetonefh.com,,,,,,,,,,,,,,,,,,
"INDESIGN, INC.",(N.W. 72 AVENUE),MIAMI,FL,"www.indesigninc.com/,",(305) 592-6220,Dick Fortune,,gconrath@indesigninc.com,,,,,,,,,,,,,,,,,,
INNOVATIVE FLOORING & DESIGN,4280 OAK CIRCLE,BOCA RATON,FL,"http://exclusivecarpet.net/default.aspx,",(561) 416-5688,David Tratch,,N/A,,,,,,,,,,,,,,,,,,
"INTERIOR DESIGN INC.,LAWRENCE CONTRACT FURNISHERS",470 VANDELL WAY,CAMPBELL,CA,"NOT FOUND,http://www.lawrencecontract.com,",(408) 374-7590,Michael Goldberg,,info@lawrencecontract.com,,,,,,,,,,,,,,,,,,
"INTERIOR SPECIALISTS, INC,REXX RUG & LINOLEUM CO. INC.",3312 N. LINCOLN AVE.,CHICAGO,IL,"http://www.isidc.com/,http://www.rexxrug.com,",(773) 281-8800,Fred Schaye,,info@rexxrug.com,,,,,,,,,,,,,,,,,,
INTERIORS,42212 10TH STREET W 2A,LANCASTER,CA,"http://www.carpeteria.com/lancaster/,",(661) 951-2200,Barry White,,N/A,,,,,,,,,,,,,,,,,,
INTERIORS BY JOANN,405 RT. 130 EAST WINDSOR,EAST WINDSOR,NJ,"www.interiorsbyjoannoc.com/,",(609) 443-6999,Bruce Block,Bruce.Block@eastwindsorfloorcovering.com,ibyjoc@aol.com,,,,,,,,,,,,,,,,,,
"INTERIORS BY JONI BADER, INC",20254 RT. 19,CRANBERRY TOWNSHIP,PA,"www.interiorsbyjonibader.net/,",(724) 776-2709,Gary Paracca,,N/A,,,,,,,,,,,,,,,,,,
INTERIORS BY MARY SUSAN,1168 FREMONT BLVD.,SEASIDE,CA,"http://www.ibmsdesign.com/,",(831) 393-3200,Sharon Miller,,N/A,,,,,,,,,,,,,,,,,,
INTERIORS JOAN AND,7525 RAVENSRIDGE ROAD,ST. LOUIS,MO,"www.interiorsbyjoan.com,",(314) 968-0222,John Joseph,,ibjo@interiorsbyjoan.com,,,,,,,,,,,,,,,,,,
INTERIORS WITH ALTITUDE LLC,1855 SHIELD DRIVE #2,STEAMBOAT SPRINGS,CO,"www.altitudes.biz/,",(970) 870-9222,Laurie Buelow,laurie@altitudes.biz,laurie@altitudes.biz,,,,,,,,,,,,,,,,,,
INTERNATIONAL FLOORING,451 N ROBERTSON BLVD,WEST HOLLYWOOD,CA,"http://dabbierifloorsinternational.com/Showroom.aspx,",(310) 859-0044,Scott & Melony Jorenson,info@international-flooring.com,info@international-flooring.com,,,,,,,,,,,,,,,,,,
INTERNATIONAL RUGS & INTERIORS,210 COURT PLACE,PLAINFIELD,NJ,"http://www.hamrahrug.com/,",(908) 756-8000,Robert George,,N/A,,,,,,,,,,,,,,,,,,
IRVINE PACIFIC L P,822 FRANCISCO BLVD,WEST SAN RAFAEL,CA,"http://www.rafaelfloors.com/,",(415) 456-3656,Ronald Leach,,info@rafaelfloors.com,,,,,,,,,,,,,,,,,,
J & S DESIGNER FLOORING,190 BENIGNO BLVD,BELLMAWR,NJ,"jsdesignerflooring.com,",(856) 931-2288,Bill Cherdrian,,info@generalfloor.com,,,,,,,,,,,,,,,,,,
J B WOODWARD FLOORS INC,6968 INDIANA AVE,RIVERSIDE,CA,"www.jbwoodwardfloors.com,",(951) 683-5149,Sharon Wollman,,woodwardfloors@yahoo.com,,,,,,,,,,,,,,,,,,
"J E K CARPET CORPORATION,RILEY PEYTON CORP",1111 E. FRANCISCO BLVD,SAN RAFAEL,CA,"NOT FOUND,http://www.architecturaldesigncarpets.com/,",(415) 458-1717,Debra Duering,info@adccarpets.com,info@adccarpets.com,,,,,,,,,,,,,,,,,,
J LAURIE COMMERCIAL FLOORS INC,1828 SOUTH ANTHONY BLVD,FORT WAYNE,IN,"http://jacklauriegroup.com/,",(260) 745-2161,John Laurie,,karry.prichard@jacklauriegroup.com,,,,,,,,,,,,,,,,,,
J S & G INC DBA SANDPOINT,401 BONNER MALL WAY,PONDERAY,ID,"http://www.sandpointfurnitureponderay.com,",(208) 263-5138,John Darling,,N/A,,,,,,,,,,,,,,,,,,
J. ALLEN INC.,9102 BARTON,OVERLAND PARK,KS,"http://www.jallenenterprises.com/,",(913) 227-0010,Don Kopp Sr,kopp_don@yahoo.com,N/A,,,,,,,,,,,,,,,,,,
J. KAY DESIGNS,205 S MAIN ST,CHELSEA,MI,"www.merkelcarpetone.com,",(734) 475-8621,Tim Merkel,edesk@merkels-inc.com,info@merkelcarpetone.com; info@merkelfurniture.com,,,,,,,,,,,,,,,,,,
"JACK LAURIE COMMERCIAL FL,GREENBAUM HOME FURNISHINGS",PO BOX 280,BELLEVUE,WA,"www.jacklauriegroup.com,www.differentbydesign.com/,",(425) 454-2474,Jon Greenbaum,jong@greenbaumhf.com,cindyg@greenbaumhf.com,,,,,,,,,,,,,,,,,,
"JERRY L. HALL, INC.,BUILDERS CARPET, INC.",5358 QUAM CIR NE,ST MICHAEL,MN,"not found,http://www.focalpointflooring.com/,",(763) 497-4407,Karen Melanson,,Info@focalpointflooring.com,,,,,,,,,,,,,,,,,,
JEZARD FLOORING,646 WASHINGTON ST,SOUTH EASTON,MA,"www.jezardflooring.com,",(508) 238-2055,Peter & Scott Jezard ,,N/A,,,,,,,,,,,,,,,,,,
JMPDS INC.,142 N CEDROS AVE,SOLANA BEACH,CA,"cafloorskitchen.blogspot.com,",(858) 259-8602,Susan Brown,cafloorskitchen@aol.com,info@caflooringandkitchen.com,,,,,,,,,,,,,,,,,,
JOHN PHIFER MARRS INTERIORS,681 GRAND BLVD. SUITE #2,DEER PARK,NY,"http://www.johnmarrs.com/,",(631) 242-3775,Keith Handel,innovativefd@optonline.net,jmarss@faze.net,,,,,,,,,,,,,,,,,,
"JOSTEVE INC,KAPRELIAN ORIENTAL RUGS",1100 GOFFLE ROAD,HAWTHORNE,NJ,"not found,www.kaprelian.com,",(973) 423-5240,Patrick Kaprelian,,info@kaprelian.com,,,,,,,,,,,,,,,,,,
JPF INC.,P.O. BOX 987,CANAAN,CT,"www.laiglefloorcoveringanddesign.com,",(860) 824-7325,Ronald Laigle,laiglejr@aol.com,N/A,,,,,,,,,,,,,,,,,,
JUNE DELUGAS INTERIORS,771 N AIRPORT RD SUITE 2,NAPLES,FL,"www.junedelugasinteriors.com,",(239) 436-3640,Ed Hurdis,edhurdis@yahoo.com,flooringgallery@earthlink.net,,,,,,,,,,,,,,,,,,
K & K INDUSTRIES,9 JEFFERSON AVENUE,WILMINGTON,DE,"www.artfloorinc.com,",(302) 636-9201,Bill Bartoshesky,,cindyb@artfloorinc.com,,,,,,,,,,,,,,,,,,
"K & L CARPETS, INC.",4100 JACOB STREET,WHEELING,WV,"www.kandlcarpetcleaners.com,",(304) 232-6640,Phillip Jamison,,N/A,,,,,,,,,,,,,,,,,,
K D M P LLC,1709 WEST CHESTNUT,ENID,OK,"www.dmpllc.biz,",(580) 234-8320,Merlin & Dorothy Nightingale,,N/A,,,,,,,,,,,,,,,,,,
K V S INTERIOR DESIGN,14112 53RD AVE NO,PLYMOUTH,MN,"http://www.kvsinteriordesign.com/,",(612) 991-1771,Cassandra Bethke,cassandra@jaquebethke.com,N/A,,,,,,,,,,,,,,,,,,
KAY RILEY & SONS,1482 E VALLEY RD STE 292,SANTA BARBARA,CA,"www.kayriley.com/,",(805) 962-0200,Steve Thompson,,info@cabanahome.com,,,,,,,,,,,,,,,,,,
KELLI INTERIOR DSGN STUDIO INC,3006 CENTRAL ST,EVANSTON,IL,"http://www.kelliinteriordesign.com/,",(847) 475-1190,Jerry Pink,,jpink@centralrug.com,,,,,,,,,,,,,,,,,,
KEN'S CARPET CORNER INC,9590 LYNN BUFF COURT #1,LAUREL,MD,"www.kenscarpetcorner.com/,",(301) 776-4000,Mark Ganim,,service@parkrug.com,,,,,,,,,,,,,,,,,,
"KENSINGTON FLOORS INC.,LEVI ACQUISITION",A5,CALGARY,CN,"http://www.kensingtoncarpetone.ca/,Not found,",(403) 283-3300,David Matley,dmatley@kensingtoncarpetone.ca,info@kensingtoncarpetone.ca,,,,,,,,,,,,,,,,,,
KENT ISLAND ABBEY FLOOR,P O BOX 56,STEVENSVILLE,MD,"http://stevensville.abbeycarpet.com,",(410) 643-6752,Eugene Beville,,N/A,,,,,,,,,,,,,,,,,,
"KERMAN CARPET CO INC,RANDY'S FINE HOME",4505 E 82ND STREET,INDIANAPOLIS,IN,"http://www.kermans.com/pagesroot/pages/home.aspx,Not found,",(317) 842-5700,Michael Benjamin,mbenjamin@kermans.com,damsler@kermans.com,,,,,,,,,,,,,,,,,,
KIRKLAND CARPET & FLOORING,PO BOX 80,EGG HARBOR,WI,"www.kirklandfloortoceiling.com/,",(920) 868-2651,Don and Polly Helm,polly@dcnw.biz,shop@dcnw.biz,,,,,,,,,,,,,,,,,,
KISERS FLOOR FASHION,3050 WALNUT GROVE ROAD,MEMPHIS,TN,"www.kisers.com,",(901) 458-8000,Marty Kiser,,N/A,,,,,,,,,,,,,,,,,,
KLOKA DESIGN GROUP LLC,3305 NORTH S STREET,PENSACOLA,FL,"www.creationcarpets.com,",(850) 432-7000,Mike Payton,mike@carpetcreations.net; mike@carpetcreations.gccoxmail.com,N/A,,,,,,,,,,,,,,,,,,
KOEBER CARPETS & DRAPES I,1319 S HARVARD AVENUE,TULSA,OK,"http://www.koebers.com/,",(918) 744-5511,Terry Liggans,tliggans@cctileandcarpet.com,jerry@koebers.com,,,,,,,,,,,,,,,,,,
L & M OF CONNECTICUT LLC,6563 CITY WEST PKWY,EDEN PRAIRIE,MN,"www.cabinetconceptsandinteriors.com,",(952) 914-9565,Michelle Bloyd & Dan Nelson,cabinetconcepts@qwestoffice.net,N/A,,,,,,,,,,,,,,,,,,
"L P MOORADIAN CO,NORTHERN CARPET COMPANY",773 POTTS AVE,GREEN BAY,WI,"www.lpmooradian.com/,NA,",(920) 494-7868,Dan & Jody Bruley,sales@lpmooradian.com; dan@lpmooradian.com,info@lpmooradian.com,,,,,,,,,,,,,,,,,,
"L&L FLOORING,INC.",3071 N. LINCOLN,CHICAGO,IL,"www.homecarpet1.com,",(773) 935-9314,Joel Schreier,,sales@homecarpet1.com,,,,,,,,,,,,,,,,,,
LAIGLE FLOORCOVERING & DESIGN,2425 SOUTH 16TH STREET,LA CROSSE,WI,"www.laiglefloorcoveringanddesign.com/,",(608) 788-4034,Jim Benson,jim@bensonconstruction.net,info@bensonconstruction.net,,,,,,,,,,,,,,,,,,
LANDRY & ARCARI INTERIORS,6220 CARLISLE PIKE,MECHANICSBURG,PA,"http://www.carpetmechanicsburg.com/,",(717) 697-9423,Fred M. Essis,,tombuckwalter@essisandsons.com,,,,,,,,,,,,,,,,,,
LANE'S CARPET SERVICE,530 E UAHI WAY,WAILUKU,HI,"www.lanes-carpets.com/,",(808) 244-0202,Bill Lane,bill@lanescarpet.com,bill@lanescarpet.com; chuck@lanescarpet.com,,,,,,,,,,,,,,,,,,
LANGSTON INTERIORS,BUILDING A UNIT 103,FLEMINGTON,NJ,"http://langstoninteriorsinc.com/,",(908) 237-1009,Marilyn Langston,,N/A,,,,,,,,,,,,,,,,,,
LANTERN BAY CARPETS & DRAPES,23 JUST ROAD,FAIRFIELD,NJ,"http://www.lanternbaycarpets.com/,",(973) 808-4443,John Shehadi,js@shehadicf.com,info@lanternbaycarpets.com,,,,,,,,,,,,,,,,,,
LARRY GORDON CARPETS LTD,102 COLVIN STREET,MOBILE,AL,"www.larrygordoncarpets.com,",(251) 476-9974,David A. Sumrall,carpetspecialist@bellsouth.net,lgcarpet@gmail.com,,,,,,,,,,,,,,,,,,
LAWRENCE CONTRACT FURN.,13 COLUMBUS AVENUE,MT KISCO,NY,"http://www.lawrencecontract.com/,",(914) 666-6166,Frank Carpentieri,finic@subfloor.net,N/A,,,,,,,,,,,,,,,,,,
"LEADER CARPET A CALIF CORP,PS METRO INDIANAPOLIS LLC DBA",28350 ROADSIDE DRIVE,AGOURA HILLS,CA,"http://leaderflooring.com/,Not found,",(818) 735-7825,Jimmy Simeone,,N/A,,,,,,,,,,,,,,,,,,
LEE SCULL SALES AGENCY,1 PORTSMOUTH AVENUE,STRATHAM,NH,"http://www.gnfloorbydesign.com/,",(603) 772-0396,Greg Durant,gnflbydesign@gmail.com,N/A,,,,,,,,,,,,,,,,,,
