name,city,state,postal,phone,website,owner
COUNTRY CARPETS,RUSSELLVILLE,AR,72802,(479) 968-7983,N/A,JERRY TAYLOR
FLOORS BY DESIGN OF SUMTER LLC,SUMTER,SC,29150,(803) 469-6089,http://www.floorsbydesignsumter.com/,JEFF STAAB 803-720-4330
AMERICAN FLOOR CONTRACTORS LLC,WEST HAVEN,CT,6516,(203) 932-2323,N/A,
FLOOR MART WEST,LEXINGTON,SC,29073,(803) 957-7883,http://www.floormartwest.com,RUTH & CHARLES HUGGINS
"CLOUD BROTHERS, INC.",SOUTH BEND,IN,46628,(574) 289-0395,http://www.cloudbrothers.com/,BRUCE C. AUGER
FINE FLOORS,SAN ANTONIO,TX,78254,(210) 372-1301,http://www.finefloors.net/,LINDA MASON/OWNER
CARPETS WITH A TWIST INC,RED BANK,NJ,7701,(732) 758-9000,http://www.carpetswithatwist.com/,CRAIG KNOX
FABRIC TOWN INTERIORS INC,HUNTINGTON,WV,25705,(304) 736-9241,http://www.fabrictowninteriors.com/,RANDY DUNFEE
DISTINCTIVE FLOORING,MURPHYSBORO,IL,62966,(618) 684-5320,http://www.shopdistinctiveflooring.com/contacts.php,F. KEITH STOKES
CARPET SUPER MART INC,GREENSBORO,NC,27407,(336) 292-0724,www.carpetsupermart.com,SAME
RAINBOW CARPET & RUG INC,ROCKVILLE,MD,20850,(301) 762-0011,http://www.carpetpalaceusa.com/,DO NOT EXCEED GUIDE
HILLSDALE INTERIORS INC,HILLSDALE,MI,49242,(517) 523-4111,http://www.hillsdaleinteriors.com/contact-us.aspx,CATHARINE BEARMAN/PRES
SETHS GALLERY OF FLRS INC,WINSTON SALEM,NC,27104,(336) 774-0506,http://sethsgalleryoffloors.interx2.net/,
ROSS FLOOR STORE,LINTON,IN,47441,(812) 847-1826,N/A,JESSICA L ROSS
HERITAGE CARPET & INTS LTD INC,HARTLAND,WI,53029,(262) 367-5951,http://www.heritagecarpethartland.com/,CAROLYN & JIM TAYLOR
BAREFOOT FLOORING INC,CASTLE HAYNE,NC,28429,(910) 772-1735,http://www.barefootflooring.com/,JAMES
EAST TEXAS CARPETS INC,NACOGDOCHES,TX,75961,(936) 564-6742,N/A,SAMMY
DRENNERS CARPET GALLERY,BAY CITY,TX,77414,(979) 245-9103,http://www.drenners.com,PAT DRENNER
HUDRLIK CARPET SERVICE INC,CROSBY,MN,56441,(218) 546-5524,http://hudrlikcarpet.com,MARK HUDRLIK
DEVRIES FURNITURE & FLOOR COV,ARAPAHOE,NE,68922,(308) 962-7890,http://www.langfurniture.net/StoreProfile.aspx?StoreId=44035,KURT DEVRIES/OWNER
ROUHANIAN INC,FREDERICK,MD,21704,(240) 405-1365,N/A,MR MANSOUR ROUHANIAN
THE CARPET GALLERIA/SAMPLES,SIMI VALLEY,CA,93065,(805) 520-2030,N/A,
SMITTY'S FLOOR COVERING,DENTON,TX,76201-3023,(940) 382-3232,http://www.smittysfloorcovering.com/,RICK SMITH
KITCHEN & FLOOR DECOR INC,RICE LAKE,WI,54868,(715) 234-1790,http://www.kitchenfloordecor.com/,
GRAND AVENUE FLOORING,PACIFIC GROVE,CA,93950,(831) 372-0521,http://grandaveflooring.com/,TONY W GAMECHO
SIGNATURE FLOORS,ZACHARY,LA,70791,(225) 654-7110,http://www.signaturesouthernaccent.com/,
FSC ACQUISITION,MOLINE,IL,61265,(309) 762-9400,N/A,
R N R CARPET CENTER,OGDEN,UT,84404,(801) 394-0011,http://www.rnrcarpetcenter.com,
MIKES QUALITY FLOORING LLC,MONROE,MI,48162,(734) 289-1117,http://www.mikesqualityflooring.com/,CAROLYN DEROUCHIE
CARPET & FURNITURE DEPOT INC,CLAYSBURG,PA,16625,(814) 239-5865,http://carpetfurnituredepot.net,DENNIS L BURKET
ROYAL PLUS INC,SNOW HILL,MD,21863,(410) 677-3473,N/A,MATT ODACHOWSKI
NISTLER FLOOR COVERING,WALKER,MN,56484,(218) 547-4610,http://www.nistlerfloorcovering.com/,ROGER & MICHELLE NISTLER
MAIN STREET FLOORING & DESIGN,MOBILE,AL,36695-4229,(251) 639-7478,http://mainstreetflooringanddesign.com,H G MCINNIS
SPRINGVILLE CORP.,GARLAND,TX,75042,(972) 276-0348,N/A,HENRY TA
AUGUSTA CARPET MART INC,AUGUSTA,GA,30906,(706) 793-6629,http://augustacarpetmart.com/,CHUCK ROISER
FACTORY CARPET OUTLET,MILL HALL,PA,17751,(570) 893-1495,http://www.factorycarpetoutlet.net/,
YESHUA INC.,BROWNSVILLE,TX,78520,(956) 350-6777,N/A,FRANCISCO GALVAN   OWNER
CARPET STORE OF MILWAUKEE INC,MILWAUKEE,WI,53215,(414) 384-0630,http://www.carpetmillstoremilwaukee.com/,JAMES HISHMEH-PRESIDENT
C&C CARPETS INC,ALBUQUERQUE,NM,87114,(505) 898-5739,N/A,AMADOR CRESPIN
PRESTIGE CARPETS INC,CATHEDRAL CITY,CA,92234,(760) 324-5104,http://www.prestigeflooringcenter.com/,
LOUIES FLOOR COVERING,DES MOINES,IA,50312,(515) 243-5894,http://www.louiesfloorcovering.com/,RANDY OR JEFF BAGBY
BANOWETZ FLOORCOVERING,BELLEVUE,IA,52031,(563) 872-4723,http://www.banowetzfloorcovering.com/,LOREN M BANOWETZ
FLOORS BY REEVES BROTHERS,GREENVILLE,TX,75401,(903) 454-2878,N/A,EDDIE REEVES
ILLINOIS CARPET,DES PLAINES,IL,60016,(847) 297-7555,http://www.illinoiscarpetanddrapery.com/index.htm,KYU W LEE
WOODS HOUSEHOLD APPLIANCES,CLARE,MI,48617,(989) 386-2351,http://www.woodshousehold.com,RICK MOSER
MAIN PLACE FLOOR & WINDOW,COTTONWOOD,AZ,86326,(928) 634-2655,http://www.mainplacefloor.com/,STEVE D'ANGELO
STERLING CARPET SHOPS INC,STERLING,VA,20166-9331,(703) 450-5840,http://www.sterlingcarpetshops.com,"WINSTON WHITEHEAD, BOB LE"
CREATIVE CARPET & TILE,OAK RIDGE,TN,37830,(865) 481-2544,N/A,DAVID MCNEELEY
D & D FLOOR COVERING INC,VAN BUREN,AR,72956,(479) 474-0533,http://www.ddfloorcovering.com/,
TWIN OAKS CARPET,ROMEOVILLE,IL,60446,(815) 372-2444,http://twinoakscarpet.com,
CARPET STORE INC THE,CORNING,IA,50841,(641) 322-3939,http://www.carpetstoreiowa.com/,MATTHEW RILEY
PAINT & GLASS SUPPLY CO INC,DEVILS LAKE,ND,58301,(701) 662-4976,N/A,TOM/TERRY
TISSOTS HOME CENTER,HILLSBORO,OH,45133,(937) 393-4275,http://www.tissotshomecenter.com/,"DARRELL TISSOT, PRESIDENT"
CLASSIC FLOOR COVERING INC,ELKINS,WV,26241,(304) 636-9872,N/A,"PAUL MACE, PRES"
LOWELL CARPET & COVERINGS,LOWELL,IN,46356,(219) 696-8800,http://lowellcarpetcoverings.ambz.com/,
DAVES DECORATING CENTER,CHARLESTON,IL,61920,(217) 345-5921,http://davesdecoratingcenter.com,DAVID S.  BALLINGER OWNER
ERICKSONS FURNITURE INC,NORTH PLATTE,NE,69101,(308) 532-7500,http://www.ericksonsfurniture.com/,
QUALITY FLOORING,COLUMBIA,MS,39429,(601) 736-5113,http://www.qualityfloorsinc.com/,
BAUER FLOOR COVERING,SOUTH ST PAUL,MN,55075,(651) 451-6437,http://www.bauerfloorcovering.com,GREG BAUER
CARPET & TILE JUNCTION,APACHE JUNCTION,AZ,85120-4209,(480) 984-2146,N/A,
HASTY CARPET CO,SAINT AUGUSTINE,FL,32084,(904) 824-4311,http://www.hastyscarpet.com/index.htm,
WIESER & CAWLEY INC,MARIETTA,OH,45750,(740) 373-1676,http://www.wieserandcawleyfurniture.com,DAN CAWLEY
SUMMIT FLOOR & WALL COV LTD,WINDSOR,CN,N8S 1M9,(519) 944-7662,http://www.summitfloor.com,RICHARD MARTINELLO
CLASSIC CARPETS,FAIRFIELD,OH,45014,(513) 829-6087,http://classiccarpets.flooringplus.com/,"LONNIE,PAMELA,CATHY"
RIGGENBACH TILE&LINOLEUM INC,NEW MARTINSVILLE,WV,26155,(304) 455-1221,http://www.riggenbachtile.com/,
DELLA FLOORS,FLOWER MOUND,TX,75028,(972) 874-9000,http://www.dellafloors.com/,MEHRDAD MOSLEY/OWNER
STUS HOME INTERIORS,WAUPACA,WI,54981,(715) 258-3333,http://www.stushomeinteriors.com,STUART DUCKOW
VERN'S CARPET,FERTILE,MN,56540,(218) 945-6926,N/A,VERN ANDERSON/OWNER
FLOORCRAFT,MANSFIELD,OH,44907,(419) 884-2311,N/A,TOM WASHINGTON
MAY G & SONS FURNITURE,JASPER,AL,35501,(205) 384-6035,https://www.gmayfurniture.com,
GLASTONBURY CPT WORKSHOP LLC,GLASTONBURY,CT,06033-2320,(860) 633-8832,http://www.glastonburycarpet.com/,
MCFARLAND BIZZ INC,MC FARLAND,WI,53558,(608) 838-3000,http://www.bisbeesmcfarland.com/,KEN SMITH
OLD WORLD STONE IMPORTS LLC,OREM,UT,84058,(801) 431-0137,http://www.oldworldstoneimports.com,STEVE BERRY
DIETZENS CARPET & FLOORING INC,FREDONIA,NY,14063-1304,(716) 672-4468,N/A,TERRY DIETZEN
PETERSON PAINT & FLOORS,STORY CITY,IA,50248-1020,(515) 733-2031,www.petersenscarpetandflooring.com/.,STEVE PETERSON/PRES
FEEL GOOD FLOORS INC,LEXINGTON,TN,38351,(731) 967-0961,http://feelgoodfloors.com/index.php?option=com_frontpage&Itemid=1&Itemid=30,RODNEY L. JOHNSON
RITE CARPET & DECORATI,BRIDGEPORT,OH,43912,(740) 635-2447,N/A,RAYMOND MILBERT
WANCOR INC,CEDAR CITY,UT,84720,(435) 586-3232,http://www.pioneerfloor.com/,ROBERT S WANKIER     PRES
LOMBARDI FURNITURE & INTERIORS,COLLINSVILLE,IL,62234,(618) 343-1900,http://www.lombardiinteriors.com,ROBERT LOMBARDI/PRESIDENT
VICTOR FURNITURE,PITTSFORD,NY,14534-2054,(585) 586-5866,http://www.victorfurnitureinc.com/,"SANDY, IRA,"
SUNSET CARPET & DRAPERIES,NAPLES,FL,34104,(239) 643-6100,N/A,
QUALITY CO INC,OLIVE BRANCH,MS,38654,(662) 252-5098,N/A,
JERIDON FLOOR COVERINGS INC,LOUISVILLE,KY,40291,(502) 231-1100,N/A,JERRY VIRES
TRI COUNTY CARPETS,LIVERPOOL,NY,13088,(315) 457-3015,http://tricountycarpets.com/,
THREE RIVER DECORATING INC,WAHPETON,ND,58075,(701) 642-8454,www.threeriversdecorating.net,RICK
CARPET DEPOT INC,BRADENTON,FL,34207,(941) 753-5200,http://www.bestvaluecarpet.com/,
VANCO FLOORING,GALLIPOLIS,OH,45631,(740) 446-0137,N/A,
CARPET CONNECTION,CLOQUET,MN,55720,(218) 879-6367,http://www.carpetconnection.org/,
MILLERS OF CLAFLIN INC,CLAFLIN,KS,67525,(620) 587-3601,http://www.millersofclaflin.com,BILL MILLER
BUCKLEYS CARPET & LINOLEUM,DANVILLE,PA,17821,(570) 275-0590,http://www.buckleyscarpet.webs.com/,DON BUCKLY & RUBY BUCKLY
SAV-ON CARPET OF INDIO,INDIO,CA,92201,(760) 347-3434,http://www.savoncarpets.com/,
ALLEYS CARPET OF GADSDEN,GADSDEN,AL,35904,(256) 543-8330,http://www.alleyscarpet.com,"LEE ALLEY, OR STEVE"
CARPET MART,MOUNTAIN VIEW,CA,94040,(650) 941-1536,N/A,SAME
MILLERS COUNTRY CARPET INC.,WESTFIELD,IN,46074,(317) 984-3744,http://www.justfloorshome.com/,KIP MILLER
ELLIS HOME INTERIORS,MONTEZUMA,IA,50171,(641) 623-5223,N/A,RONALD P. ELLIS/OWNER
THORNTON'S CARPET & INTERIORS,SAINT PARIS,OH,43072,(937) 663-5288,http://www.thorntonscarpet.com/,
SLAY'S CARPET SHOP,CARMI,IL,62821-2105,(618) 382-3149,start.cortera.com,
BOMBERGERS STORE INC,LITITZ,PA,17543-0345,(717) 626-3333,http://www.bombergers.com/,"ROY BOMBERGER JR.,MIKE"
DARY CARPETS & FLOORS INC,STREAMWOOD,IL,60107,(630) 289-5000,http://www.darycarpet.com/,DON/SCOTT/MICHAEL
LINNS CARPET SERVICE,FARMINGTON,MN,55024,(651) 463-4887,http://www.linnscarpet.com/,
LOSCH FLOOR COVERING INC,MILLERSTOWN,PA,17062,(717) 589-7662,- No Response -,
HAVEL FLOOR COVERING INC,CLARKSTON,MI,48346,(248) 620-4523,http://www.havelfloorcovering.com/,BRIAN GALANT
KAMINSKI'S HOME FURNISH INC,JONESBURG,MO,63351,(636) 488-5922,http://www.shopkaminskifurnishings.com,
ARVADA WEST DECORATING & FLRNG,ARVADA,CO,80004,(303) 424-7333,http://www.awdecorating.com/,MATT VAGTS
BOHRERS FLOORS,HASTINGS,NE,68901,(402) 463-5667,http://www.corporationwiki.com/Texas/Whitewright/double-bar-j-enterprises-llc/36952513.aspx,B J BOHRER
DIMARIA CUSTOM CPTS &FINE FLRS,HOUSTON,TX,77027,(713) 626-9100,NONE,FRANK J DIMARIA/OWNER
COUNTRY CARPET,OKLAHOMA CITY,OK,73141,(405) 769-3535,http://www.countrycarpet.com/,DALE HORNER
KEYS FURNITURE CONNECTIONS INC,FLORIDA CITY,FL,33034,(305) 247-4000,http://shop.keysfurniture.com/,ROSS ELWELL/OWNER
COLONY FLOORING & DESIGN INC,STAFFORD,TX,77477,(281) 261-6161,http://www.colonyflooring.com,AMIR H. TAMOORY
BEST BUY CARPET INC,NICEVILLE,FL,32578,(850) 678-0041,http://www.bestbuycarpetinc.com/,
LAKE FOREST CARPETS INC,GREENVILLE,SC,29607,(864) 244-2510,http://www.lakeforestcarpets.com,
THE DAMATO GROUP LLC,CANTON,CT,06019-2538,(860) 693-1328,http://www.damatocarpet.com/,NICHOLAS DAMATO/OWNER
HAW RIVER FLOORING,HAW RIVER,NC,27258-0640,(336) 578-1809,http://www.hawriverflooring.com  **site closed,
FUSELIER KENNY & CO,LAKE CHARLES,LA,70601,(318) 478-6700,http://kennyfuselierflooring.com/,
PIEPER'S,BICKNELL,IN,47512,(812) 735-3022,not found,LEROY PIEPER/OWNER
LARRY'S CARPET & CERAMIC TILE,BEMIDJI,MN,56601,(218) 751-7448,n/a,LARRY FULLMER
ZEBULON FLOOR COVERING,ZEBULON,GA,30295,(770) 567-3365,http://zebulonfloorcovering.com/,
TUSTIN CARPET & FLOORING,SANTA ANA,CA,92705,(714) 550-9985,http://www.tustinflooring.com,DUC NGUYEN/OWNER
DOMINION FLOORS INC,ARLINGTON,VA,22207,(703) 536-4116,http://www.dominionfloors.com,"PHYLLIS, SUZANNE"
LOGAN CARPET,WEST LOGAN,WV,25601,(304) 752-4341,http://local.yahoo.com/info-12968048-logan-carpet-shop-west-logan,"FRED KAZEE,  OWNER"
A AMERICAN CONTRACTORS & SUPPL,NILES,IL,60714,(847) 966-0500,http://www.aamericanflooring.com/,IONEL CAPALNAS/PRESIDENT
DECOR INDUSTRIES INC,ANCHORAGE,AK,99503,(907) 562-2565,http://www.decorind.com/,
CARPET TOWN OF TRNTN INC,TRENTON,MI,48183,(734) 675-5515,http://www.carpettowninc.info,"RICHARD PIETRASIK, PRES"
BARTON CO CARPETS,SAN ANTONIO,TX,78217,(210) 655-8269,http://www.bartoncocarpets.com,FRANK GERAMITO
MILLER CUSTOM FLOORS LLC,LE SUEUR,MN,56058,(507) 665-4407,http://millercustomfloorsmn.com/,JAMES MILLER
R E W ENTERPRISES,SAN ANTONIO,TX,78216,(210) 349-7866,http://www.sunncarpets.com/,SAME BOB
CALDER GROUP LTD,ROCHESTER,NY,14623,(585) 292-5330,http://www.billscarpetcenter.com/,WILLIAM A. CALDER
BROADWAY CARPETS INC,KNOXVILLE,TN,37917,(865) 525-5511,http://www.broadwaycarpets.com/,JOHN MCCLELLEN
ELITE FLOORS,BURLESON,TX,76028,(817) 295-5574,http://www.eliteenterprises.us/,RANDY JAMES/PRES
FLOOR MART OF BROOKFIELD INC,BROOKFIELD,WI,53005-3103,(262) 781-0261,http://www.thefloormart.com/,
CARPET VALUE STORES LTD,WINNIPEG,CN,R2V 2B2,(204) 334-3700,http://www.carpetvaluestores.com/,FABIAN MOZALEWSKI/OWNER
PRESTIGE FLOORING CO,JEFFERSON,LA,70121,(504) 828-2200,http://neworleans.citysearch.com/profile/4434090/jefferson_la/prestige_flooring.html,
RICKS PARK N SAVE INC,CHILLICOTHE,OH,45601,(740) 773-2258,http://www.ricksparknsave.com,
BARRYS CARPET,MACON,MO,63552,(660) 385-2013,http://local.yahoo.com/info-17742336-barry-s-carpet-carpet-clean-macon,BARRY SHATZER - OWNER
GRIFFIS TILE CO INC,OCALA,FL,34472,(352) 624-2190,N/A,
CARPET WAREHOUSE WEST INC,NORTH OLMSTED,OH,44070,(440) 734-7060,n/a,
JOEL'S DECORATING CENTER,PALESTINE,TX,75801,(903) 729-3333,http://joelsdecoratingcenter.com/,JOEL BRUMLEY
FLOORWORKS & BLINDS LLC,SLIDELL,LA,70460-4688,(985) 781-7999,http://www.floorworksandblinds.com/,RAYMOND HORVATH JR/OWNER
AMERICAN CARPET SYSTEM INC,LANHAM,MD,20706,(301) 577-5090,none.,RAJ
MICHAELS CARPET & FLOORING,NIAGARA FALLS,CN,L2H 3C8,(905) 374-2721,N/A,MICHAEL LYNCH
S & M CARPET INC,MIDDLESEX,NJ,8846,(732) 356-7661,http://sandmcarpetinc.com/,JEFF & PETE
FINISHING TOUCH,LOS ALAMOS,NM,87544,(505) 662-3388,http://www.finishingtouch.co.in/,
CARPET & FURNITURE GALLERY,CEDAR RAPIDS,IA,52404,(319) 366-4732,- No Response -,OMAR IGRAM -OWNER
VALUE DISCOUNT FLOORING INC,RICHMOND,IL,60071,(815) 678-6200,http://www.valuediscountflooring.com/,
WENKE FLOORING & DESIGN,KALAMAZOO,MI,49006,(269) 385-3111,http://www.wenketileandcarpet.com/,CRAIG & DEBBIE WENKE
FREEPORT RUG & LINOLEUM,FREEPORT,IL,61032,(815) 235-7232,http://www.freeportrug.com,NANCY SEINER PRESIDENT
FLOOR FASHIONS INC,OMAHA,NE,68137,(402) 597-3161,http://www.floorfashionsomaha.com,
YANCEY'S HOUSE OF CPTS,CEDAR LAKE,IN,46303,(219) 374-9427,http://www.yanceyvillage.com/,
BLUEGRASS FLOORCOVERING INC,LOUISVILLE,KY,40299,(502) 491-4600,NONE,"J WAYNE ALLISON, PRES"
BEAUTIFUL HOME INTERIORS,JEFFERSON CITY,MO,65109-4975,(573) 893-2500,http://www.housetohome.co.uk/,
CALLAWAYS CARPET INC,ABILENE,TX,79603,(325) 673-6722,http://callawayscarpet.com/,RES-R.D. CHURCH
GREGOIRE & DODICK ENTERPRISES,BAY CITY,MI,48706,(989) 893-3531,http://www.mohawkflooring.com/,ANTHONY DODICK PRES/TRS
KILGORES FLOORING & CERAMIC,PANAMA CITY BEACH,FL,32407,(850) 234-1414,http://www.facebook.com/pages/Kilgores-Flooring-Ceramic-Tile-Inc/114054892015872?sk=wall,BRENDA & JAMES M KILGORE
JERNIGANS CARPETS,NORTH AUGUSTA,SC,29861-8125,(803) 279-9644,www.superpages.com,
VERNONS CARPET CASTLE LTD,VERNON,CN,V1T 5B8,(250) 549-4448,NONE,RANDY MIHALCHEON
DOOLITTLES CARPET & PAINTS,FAIRMONT,MN,56031,(507) 238-1155,http://www.doolittlescarpetpaints.com/,
FLOOR STORE THE,JACKSON,OH,45640-9798,(740) 288-1570,No website found,EDWARD J MARTIN
LAKELAND FLOOR COVERING CENTER,LAKELAND,GA,31635,(229) 482-2553,NONE,
HARRIS CARPETS,LAFAYETTE,AL,36862,(334) 864-7809,N/A,ALVIN HARRIS
TRI COUNTY FLOORS,SANTA ROSA,CA,95401,(707) 477-7069,http://www.tricountyfloors.com/,
BOYLE CARPET SERVICE INC,WEST VIEW,PA,15229,(412) 931-2350,http://www.boylecarpet.com/index.html,RICH BOYLE - CHAS. NACHRE
ALFREDS CARPET & DECORATING,AMES,IA,50010,(515) 232-1306,http://www.alfredscarpet.com/,
ELLENZ OF TIPTON,TIPTON,KS,67485,(785) 373-4315,http://ellenzoftipton.com/,LANETTE MARSHALL/CO-OWNER
SUPERIOR FLOOR CARE SPECIALIST,SUPERIOR,WI,54880,(715) 394-3637,http://www.greaterfloors.com/,
CROWLEY'S HOME WORKS,HOUSTON,MO,65483,(417) 967-5300,http://www.crowleyshomeworks.com/,
JERSEYVILLE DISCOUNT CARPET,JERSEYVILLE,IL,62052,(618) 498-9858,http://www.avalonn.com/,DANIEL CAPPS/PRESIDENT
NASSAU CARPET SALES & SERV INC,SCHOOLCRAFT,MI,49087-0626,(269) 679-5909,N/A,"LARRY HARRIS, PRESIDENT"
TALLY ALLEY CARPET WAREHOUSE I,SHREVEPORT,LA,71101,(318) 221-2666,none,RALPH
VAKOC CONTRUCTION INC.,WAYNE,NE,68787,(402) 375-5386,http://local.yahoo.com/info-18086780-vakoc-construction-company-wayne,JOHN VAKOC
FASHION FLOOR CPT GALLERIES IN,KINGSTON,PA,18704,(570) 287-4354,NONE,
CARPET MILL USA INC,LEBANON,NH,3766,(603) 448-3902,http://national.citysearch.com/profile/6560599/lebanon_nh/carpet_mill_usa_inc.html,
CASCADE FLOORING,SAINT CROIX FALLS,WI,54024,(715) 483-5959,http://cascadeflooringllc.com/,
PERGE CARPET,CAMP SPRINGS,MD,20748,(301) 449-7676,N/A,
WEBBS CARPET COMPANY,FAYETTEVILLE,NC,28303,(910) 485-5865,http://www.webbcarpet.net/,DON SMITH
WORDEN INTERIORS INC,FRANKENMUTH,MI,48734,(989) 652-8847,http://www.wordeninteriors.com/,"BARBARA WORDEN, PRESIDENT"
GREEN FRONT FURNITURE INC,FARMVILLE,VA,23901,(434) 392-5943,http://greenfront.com/,RICKY
STYLISH INTERIORS INC,CONROE,TX,77305,(281) 449-5118,http://www.stylishcarpets.com/,
SY INC,COVINA,CA,91723,(626) 967-3648,http://www.manta.com/c/mmjsfkt/sy-inc,RAY SULLENS
LOEPP FURNITURE,GRAND COULEE,WA,99133,(509) 633-0430,http://loepp.info/,DAVE & PEGGY PORTCH
CARPET & DOOR MART,JOHNSON CITY,TN,37601,(423) 282-0998,http://johnsoncity.citysearch.com/profile/9374374/johnson_city_tn/carpet_door_mart.html,
STOCKDALE CERAMIC TILE CTR.INC,BAKERSFIELD,CA,93313,(661) 398-6000,http://www.stockdaletile.com/,BILL OR TONY
R & S SALES,SHIPSHEWANA,IN,46565,(260) 768-7741,n/a,
BEAMS CPT HOUSE INC,CARLISLE,PA,17015,(717) 243-2836,- No Response -,"ED, LOU"
VIDALIA CARPET CENTER,VIDALIA,GA,30475,(912) 537-8100,http://vidaliacarpetcenterinc.com/,
LUTHER FLOORCOVERING,GRINNELL,IA,50112-2048,(641) 236-6103,NONE,TODD LUTHER/OWNER
AAA FLOORING SOURCE INC,CAMARILLO,CA,93012,(805) 445-9811,http://www.aaaflooringsource.com/,DANNY GHINGHIS/PRES
AHEE INTEGRITY FLOORING,SUN CITY,CA,92586,(951) 679-5585,http://aheeintegrityflooring.com/,NICHOLAS AHEE
CARPET SHOPPE INC (THE),DICKSON,TN,37055,(615) 446-6415,http://www.thecarpetshoppe.com/,PRESTON THOMPSON
HILLS CARPET SERVICE INC,BESSEMER,AL,35023,(205) 491-3691,www.exhibitorscarpet.com,WILLIAM C. HILL
INTERIORS BY JAYME,BURIEN,WA,98166,(206) 246-1122,http://www.nexport.com/company.cfm?company=389194_INTERIORS_BY_JAYME_FLOOR_MATERIALS_DEALERS_BURIEN_WA,BRIAN TRAUTMANN
ALL FLORIDA CARPET INC,MIAMI,FL,33155,(305) 592-4396,http://www.allfloridacarpet.com/,ANTONIO MEDINA
CARPET WORLD,AURORA,IN,47001,(812) 926-3589,www.merchantcircle.com,CAROL HUGHES
HOLDER'S,OWENSVILLE,IN,47665-9400,(812) 724-3501,- No Response -,JEFF LUTZ
SUBURBAN FURNITURE,WASECA,MN,56093,(507) 835-3670,http://www.suburbanfurniture.net/,KEVIN CLEMONS
CARPET DESIGNS INC,JACKSON,MS,39209,(601) 922-6200,http://www.carpetdesignsms.com/,
QUALITY FLOORZ AND SUPPLY,HEBER SPRINGS,AR,72543,(501) 362-1775,http://www.qualityfloorzsupply.com,DALE PARISH
YAHWEH FLOORS,BARSTOW,CA,92311,(760) 256-3546,NONE,RON BEARDSHEAR/OWNER
ULTIMATE FLOORING INC,SIKESTON,MO,63801,(573) 471-7660,http://www.ultimateflooringinc.com,D JOHNSON
CUMMINGS CARPET SERVICE,FOWLER,CO,81039,(719) 263-5647,http://cummingscarpetandtile.com/,DAVID CUMMINGS
FLOOR GALLERY LLC THE,MADISON,MS,39110,(601) 605-1365,http://start.cortera.com/company/research/k8q7mzm3l/floor-gallery-llc/,
LLOYDS DECORATING CENTER INC,ROANOKE RAPIDS,NC,27870,(252) 537-4102,http://www.bbb.org/raleigh-durham/business-reviews/paint-retailers/lloyds-decorating-center-in-roanoke-rapids-nc-90019475/directions,CHARLES EATMAN
CARPET CONTRACTORS INC,SAN FRANCISCO,CA,94118,(415) 933-9999,http://carpetcontractors.net/,
COLOUR PALETTE CORPORATION,SHELBYVILLE,IN,46176,(317) 398-9544,http://colourpalette.net/,"RONALD KELSAY, PRESIDENT"
MARTINS FLOOR COVERING,WESTFIELD,MA,1085,(413) 568-9474,http://www.martinsfloorcovering.com/,
BROUWER'S COUNTRY CARPET,WARSAW,IN,46582,(574) 267-8054,http://www.brouwerscarpet.com/,BRAD P. BROUWER
CARPET PLUS INC,HOLLISTER,MO,65673,(417) 335-8888,http://www.mycarpetplus.com/,
TWIN CITIES FLOOR COVERING INC,YUBA CITY,CA,95991,(530) 673-4435,http://www.twincitiesfloorcovering.com,BILL GOOD
STEFFANNI CARPET LTD,NORWALK,OH,44857,(419) 668-0795,- No Response -,KATHY STEFFANNI
F & W FLOOR COVERING,ROSEBURG,OR,97470,(541) 673-6234,www.fandffloorcovering.com,
KENNYS FLOOR COV INC,MUNCIE,IN,47304,(765) 289-2231,http://www.kennysfloors.com/,"RON, VELMA, ERNIE, GARY"
FIRST HARDWARE GROUP INC,KOSCIUSKO,MS,39090,(662) 289-3261,N/A,OWEN
HARRISBURG WALL & FLR COV,HARRISBURG,PA,17104,(717) 236-4222,http://www.harrisburgfloor.com/,
CANNON JAMES ENTERPRISES,BREWTON,AL,36426,(251) 867-9698,http://www.cannonscarpets.com/,
HOME IMPROVEMENT GALLERY INC,SOUTH GLENS FALLS,NY,12803,(518) 745-5097,http://www.homeimprovementgallery.net,"PAUL GIRARD, PRESIDENT"
GUTHRIE FLOOR COV,DODGE CITY,KS,67801,(620) 227-7752,N/A,CINDY GUTHRIE
BRINKS JOHNNY TRICO SALES INC,KERRVILLE,TX,78028,(830) 896-1204,http://www.johnnybrinks.com/,
ULTIMATE FLOORING & SUPPLIES,CHESTERTON,IN,46304,(219) 926-1094,http://ultimateflooringsupply.com,
TIDWELL CARPET,CULLMAN,AL,35055,(256) 739-5091,n/a,DON OR JUDY
WITT'S FLOORING CENTER,MOULTON,AL,35650,(256) 905-0525,http://local.yahoo.com/info-14773285-witt-s-flooring-center-moulton,TIM
NICKMAN DISTRIBUTING CO,LEMONT FURNACE,PA,15456,(724) 550-4072,NONE,ELIAS NICKMAN JR PRES
WAGNER'S HOME REMODELING INC,NEW BRIGHTON,PA,15066,(724) 847-1433,http://wagnershomecenter.com/,SAMUEL G WAGNER III
SAVANNAH FLOOR COVERING,SAVANNAH,GA,31401,(912) 234-0631,http://www.savannahfloorcovering.com,
CARPET & FLOORING GALLERIA,THOUSAND OAKS,CA,91362,(805) 381-4959,http://www.flooringbycarpetgalleria.com/,MANSOUR DALIRIFAR
