name,phone,address,city,state,postal,primary_email,owner,contacts,other_emails,website,sources
"Bridgman's Furniture Inc","(603) 448-2510","PO Box 72","Lebanon","NH","","info@bridgmans.com","Steve Rutledge","","steve@bridgmans.com,steve@bridgmans.com","http://www.bridgmans.com/,","consolidated,johanna"
"BRIELLE FURNITURE INC","(732) 972-1300","86 RT 9","ENGLISHTOWN","NJ","","sales@briellefurniture.com","Wendy Jaghab","","wjaghab@aol.com,wjaghab@aol.com","www.briellefurniture.com/,not found,","consolidated,johanna"
"Britts Carpet One","(770) 972-2808","3293 Stone Mountain Hwy","Snellville","GA","","brittsc1@bellsouth.net","Tony Britt","","dianne@britts.com,dianne@britts.com","http://www.brittshomefurnishingssnellville.com/,","consolidated,johanna"
"Broadway Carpet","(212) 472-6900","1285 2ND AVE","NEW YORK","NY","","bdwycpt@aol.com","Sara Koenig","","sara@broadwaycarpet.com,sara@broadwaycarpet.com","http://www.broadwaycarpet.com/,","consolidated,johanna"
"BROADWAY CARPET INC.","(760) 436-9030","191 NORTH EL CAMINO REAL #112","ENCINITAS","CA","","Sales@ContractCarpet.com","Marty & Susie Dixon","","","www.broadwaycarpet.com,","consolidated,johanna"
"BROONER FLOOR CENTER","(405) 377-7707","1506 E 6TH AVE","STILLWATER","OK","","info@broonersfloorcenter.com","Joe and Ramona Brooner","","","www.broonersfloorcenter.com,","consolidated,johanna"
"Brunswick Floors Inc","(912) 265-0222","3550 Darien Hwy","Brunswick","GA","","jmcdonald@brunswickfloors.com","Bobby Blake","","bblake@brunswickfloors.com,bblake@brunswickfloors.com","http://www.brunswickfloors.com/,","consolidated,johanna"
"BRYAN'S CARPET","(610) 688-8520","503 W. LANCASTER AVENUE","WAYNE","PA","","N/A","Pat Bryan","","pat@bryansflooring.com,pat@bryansflooring.com","http://www.bryansflooring.com/,","consolidated,johanna"
"BUDGET INTERIORS","(740) 635-1144","355 HALL STREET","BRIDGEPORT","OH","","N/A","Randy and Jane Dlesk","","Janie@budgetinteriors.com,Janie@budgetinteriors.com","www.budgetinteriors.com,","consolidated,johanna"
"BUILDER'S CARPET","(570) 825-3435","1345 HIGHWAY 315","WILKES-BARRE","PA","","info@giantfloor.com / sales.wilkesbarre@giantfloor.com","Peter Rubando","","peter.rubando@giantfloor.com,peter.rubando@giantfloor.com","www.builderscarpet.com,www.giantfloor.com/,www.giantfloor.com,","consolidated,johanna"
"Builder`s Floor Service","(352) 787-7909","411 N 14th St","Leesburg","FL","","buildersfloor@earthlink.net / floorsofdistinctionfl@gmail.com","Patricia Single","","","www.floorsofdistinction.net,","consolidated,johanna"
"BURGESS SUPPLY CO INC","(561) 279-7777","888 BROADWAY","NEW YORK","NY","","onlinestore@abchome.com","Paulette Cole","","paulette@abchome.com,paulette@abchome.com","NOT FOUND,http://www.abccarpet.com/store/,abchome.com,","consolidated,johanna"
"Burkholder's Floor Covering Inc","(301) 733-9196","13412 Pennsylvania Ave","Hagerstown","NY","","N/A","Arvin Eby","","aeby@burkholdersflooring.com,aeby@burkholdersflooring.com","www.burkholdersflooringamerica.com,","consolidated,johanna"
"Busenbark Carpetmax","(573) 431-4100","151 Busenbark Dr","Farmington","MO","","sales@busenbarkcarpet.com","Gary T Busenbark","","gbusenbark@busenbarkcarpet.com,gbusenbark@busenbarkcarpet.com","www.busenbarkcarpet.com,","consolidated,johanna"
"Butler Floors & Carpet Co","(724) 287-2289","1763 N Main St","Butler","PA","","customerservice@butlerfloor.com / tim@butlerfloor.com","Julie Czifra","","julie@butlerfloor.com,julie@butlerfloor.com","http://www.butlerfloor.com/,http://butlerfloor.com/,","consolidated,johanna"
"BUY DIRECT","(505) 244-3165","6812 ACADEMY PARKWAY EAST","ALBUQUERQUE","NM","","N/A","-","","-,-","www.directbuy.com/,","consolidated,johanna"
"BUYING SERVICE GROUP","(301) 718-0020","7351 WISCONSIN AVE","BETHESDA","MD","","info@carpetpalacebethesda.com","Steve Kahn","","","Not found,www.carpetpalacebethesda.com,","consolidated,johanna"
"C & C FLOORING","(760) 200-5542","77-844 LAS MONTANAS RD.","PALM DESERT","CA","","n/a","Steve Jordan","","","http://www.ccflooring.us/,","consolidated,johanna"
"C & K CORP.","(610) 989-9339","7 WEST AVENUE","WAYNE","PA","","N/A","Kenneth Rosen","","k.rosen@7westcarpet.com,k.rosen@7westcarpet.com","http://7westcarpet.com/,http://philadelphia.gopickle.com,","consolidated,johanna"
"C & M INTERIORS INC","(724) 274-9100","P O BOX 132","SPRINGDALE","PA","","info@candminterior.com","Umberto Martucci","","","http://www.candminteriorsllc.com/,","consolidated,johanna"
"C MARKARIAN & SONS","(716) 873-8667","3807 DELAWARE AVE.","KENMORE","NY","","Info@MarkarianRugs.com.","Michael Markarian","","randym728@aol.com,randym728@aol.com","http://www.markarianrugs.com,N/A,http://www.markarianrugs.com/index.html,","consolidated,johanna"
"C&F CARPET AND FLOORING","(973) 597-9000","50 SPRING ST.","RAMSEY","NJ","","advtrvl@sbcglobal.net","Robert Moomjy","","","http://www.candfcarpet.com/,","consolidated,johanna"
"California Carpet","(415) 487-3636","1197 Folsom Street","San Francisco","CA","","info@calfloor.com","Mary & John Wilson","","","WWW.Calfloor.com,","consolidated,johanna"
"CALIFORNIA CARPET LLC","(650) 591-3355","695 INDUSTRIAL RD","SAN CARLOS","CA","","info@calfloor.com","Mary & John Wilson","","","www.calfloor.com,not found,","consolidated,johanna"
"California Design Inc","(561) 625-5250","12800 US Hwy 1","Juno Beach","FL","","info@californiadesigns.com","Ernest Rushing","","","www.californiadesigns.com,","consolidated,johanna"
"CALIFORNIA FLOORING","(650) 358-2580","2225 S EL CAMINO REAL","SAN MATEO","CA","","lorisdesign@gmail.com","Lori Wyzard","","","www.bayareafloors.com,","consolidated,johanna"
"CAPITAL DISTRICT PROSOURCE INC","(905) 822-7760","UNIT 20","MISSISSAUG ONTARIO L5J1K5","CN","","lgcarpet@gmail.com","Larry Gordon","","lgcarpet@gmail.com,lgcarpet@gmail.com","NOT FOUND,www.larrygordoncarpets.com,","consolidated,johanna"
"CAPITOL CARPET CO INC","(818) 783-6733","14250 VENTURA BLVD","SHERMAN OAKS","CA","","customerservice@capitalcarpetsinc.com","John Saracyan","","www.capitolcarpetcompany@yahoo.com,www.capitolcarpetcompany@yahoo.com","www.capitalcarpetsinc.com,N/A,NOT FOUND,","consolidated,johanna"
"Cappy's Carpet","(631) 473-2600","450 Main St","Port Jefferson","NY","","sales@cappyscarpets.com","Peter Capobianco","","","www.cappyscarpets.com,","consolidated,johanna"
"CAREFREE FLOORS","(480) 515-9999","6703 E RANCH RD","CAVE CREEK","AZ","","N/A","Brian Kunkel","","","www.carefreefloors.com/,","consolidated,johanna"
"CAREY BURKE CARPETS INC","(703) 370-4557","P. O. BOX 9010","ALEXANDRIA","VA","","info@careyburke.com","T. Carey Burke","","","www.careyburke.com,","consolidated,johanna"
"Carillon Carpet & Rugs LLC","(727) 771-0905","29450 US Hwy 19 N","Clearwater","FL","","N/A","Kathie Rice","","krice@carillonrugs.com,krice@carillonrugs.com","http://www.carillonrugs.com/,","consolidated,johanna"
"CARILLON FLOOR CENTER","(501) 399-9909","117 RIDGEWAY DRIVE","LITTLE ROCK","AR","","advtrvl@sbcglobal.net","Carol & Fred Auger","","","www.carillonrugs.com/,","consolidated,johanna"
"Carlson's Floors","(630) 232-4964","728 W State St","Geneva","IL","","customerservice@carlsonsfloors.com / info@carlsonsfloors.com","Lisa Carlson Nelson","","lnelson@carlsonsfloors.com,lnelson@carlsonsfloors.com","www.carlsonsfloors.com,http://www.carlsonsfloors.com/,","consolidated,johanna"
"CARLTON'S INTERIORS","(847) 437-3600","2220 ELMHURST RD","ELK GROVE VILLAGE","IL","","carltonsinteriors@att.net","Thomas Villano","","tom@villanointeriors.com,tom@villanointeriors.com","www.carltonsinteriors.com,","consolidated,johanna"
"CAROL SNYDER & ASSOCIATES","(914) 937-5885","173 NORTH MAIN STREET","PORT CHESTER","NY","","N/A","Michael Feldman","","","Not found,http://www.redicut.com,","consolidated,johanna"
"CAROLINA CARPETS","(757) 565-3006","5421 RICHMOND RD.","WILLIAMSBURG","VA","","bruce@carolina-furniture.com","Joe Steele II","","","http://www.carolina-furniture.com,","consolidated,johanna"
"CAROLL RUG","(847) 266-1400","440 SHERIDAN ROAD","HIGHWOOD","IL","","efxchicago@gmail.com / info@CarpetsOfHighwood.com","Neil Glicksburg","","Neil@CarpetsOfHighwood.com,Neil@CarpetsOfHighwood.com","http://www.carpetsofhighwood.com/,","consolidated,johanna"
"CAROUSEL CUSTOM FLOORS","(207) 363-3004","P.O.BOX 69","CAPE NEDDICK","ME","","N/A","Terry O'toole","","terry@carouselfloors.com,terry@carouselfloors.com","http://www.carouselfloors.com/,","consolidated,johanna"
"CARPET BROKERS","(480) 998-5633","14455 N 79TH STREET # G/H","SCOTTSDALE","AZ","","info@thecarpetbrokers.com.au","Margo Meux","","","www.thecarpetbrokers.com.au/,","consolidated,johanna"
"CARPET CENTRAL","(914) 690-0424","140 MIDLAND AVENUE","PORT CHESTER","NY","","info@carpetworldofwestchester.biz / carpetworld53@optimum.net","Rocky Armogida","","carpetworld140@optimum.net,carpetworld140@optimum.net","http://www.carpetcentral.com.au/,","consolidated,johanna"
"CARPET CETERA INC.","(203) 438-4670","113 DANBURY RD","RIDGEFIELD","CT","","ridgefieldcarpet@yahoo.com","Ellen Carpenter","","ridgefieldcarpet@yahoo.com,ridgefieldcarpet@yahoo.com","http://www.carpetetcetera.com/,","consolidated,johanna"
"Carpet Club","(760) 740-9545","518 W Washington Ave","Escondido","CA","","carpetclubmike@yahoo.com","Denis Royer","","","www.carpetclub.com,http://www.carpetclub.com,Not found,","consolidated,johanna"
"Carpet Collection","(716) 433-9377","5939 S Transit Road","Lockport","NY","","N/A","Gary Case","","gcase@carpetcollection.com,gcase@carpetcollection.com","http://www.carpetcollection.com,","consolidated,johanna"
"CARPET CONCEPTS INC","(716) 852-0556","GEORGETOWN SQUARE","WILLIAMSVILLE","NY","","info@tiftrugs.com","David Tiftickjian","","","http://www.tiftrugs.com/,","consolidated,johanna"
"Carpet Concepts Inc","(904) 388-4110","4148 Herschel St","Jacksonville","FL","","g02612@att.com","Mark Stone","","","www.carpetconceptsinc.com/,","consolidated,johanna"
"Carpet Country","(858) 748-2997","13268 Poway Rd","Poway","CA","","carpetcountryflooring@gmail.com","Omar Issa","","omar@carpetcountryflooring.com,omar@carpetcountryflooring.com","http://www.carpetcountryflooring.com/,","consolidated,johanna"
"CARPET CREATIONS","(801) 444-7350","1605 W HILL FIELD RD STE 100","LAYTON","UT","","info@carpetcreations.com","-","","-,-","http://www.carpetcreations.com/,","consolidated,johanna"
"CARPET CREATIONS & FLOORING","(973) 257-7277","710 MYRTLE AVENUE","BOONTON","NJ","","n/a","Micheal Kerkovich","","","www.carpetcreationsandflooring.com,","consolidated,johanna"
"Carpet Depot","(707) 442-3470","4485 Broadway","Eureka","CA","","lisa@thecarpetdepot.com","Daniel & Debbie Mealhouse","","debbie@thecarpetdepot.com,debbie@thecarpetdepot.com","Thecarpetdepot.com,","consolidated,johanna"
"Carpet Designers","(336) 725-8220","1168 W Fourth St","Winston Salem","NC","","N/A","Rob Grubbs","","rob@bobgrubbscarpet.com,rob@bobgrubbscarpet.com","www.bobgrubbscarpet.com,","consolidated,johanna"
"CARPET DESIGNERS","(805) 486-8887","1660 SOUTH OXNARD BLVD","OXNARD","CA","","N/A","Jimmy Poulos","","","www.carpetdesignersinc.com/,http://www.floors101.com,","consolidated,johanna"
"CARPET DISCOUNTERS LTD","(403) 255-1811","7265 11TH STREET S E","CALGARY","CN","","N/A","Kevin Haugrud","","kevin@carpetandflooring.com,kevin@carpetandflooring.com","www.carpetandflooring.com,","consolidated,johanna"
"CARPET EMPORIUM INC","(925) 455-9210","1917 FIRST STREET","LIVERMORE","CA","","info@carpetcellar.com","-","","-,-","http://www.carpetcellar.com/,www.descocoatings.com/,","consolidated,johanna"
"Carpet Exchange","(972) 385-3545","4901 Alpha","Dallas","TX","","N/A","Clyde Cumbie","","","http://www.carpetexchangeonline.com/,","consolidated,johanna"
"CARPET GALLERIA","(905) 738-7295","665 MILLWAY AVE #20","CONCORD ONT        L4K3T8","CN","","info@carpetgalleria.com","Jay Simons","","","http://www.carpetgalleria.com/,","consolidated,johanna"
"Carpet Gallery","(304) 925-7799","3716 B Maccorkle Ave","Charleston","WV","","n/a","Susan Nikbeen","","","http://carpetgallerywv.com,","consolidated,johanna"
"CARPET GALLERY","(914) 713-4700","1103 CENTRAL PARK AVE","SCARSDALE","NY","","N/A","Neal Stanger","","neal@carpetgallery.com,neal@carpetgallery.com","www.carpetgalleryoshkosh.com/,","consolidated,johanna"
"Carpet Gallery","(920) 233-1950","245 S.Washburn Street","Oshkosh","WI","","N/A","Randy Bunker","","bunkersgallery@hotmail.com,bunkersgallery@hotmail.com","http://www.carpetgalleryoshkosh.com/,","consolidated,johanna"
"Carpet Gallery - Carpet One","(973) 383-5435","117 Water St 6 N)","Newton","NJ","","leads@carpetone.com","Joseph Kassakian","","","http://www.carpetgallerycarpetonenewton.com/,","consolidated,johanna"
"Carpet Gallery & Interiors Inc","(757) 253-0688","173 2nd st","Williamsburg","VA","","N/A","Paul Sutherland","","","http://www.carpetgalleryc1williamsburg.com/,","consolidated,johanna"
"Carpet Giant","(914) 941-2091","139 Croton Ave","Ossining","NY","","N/A","Robert Rossi","","","http://ossining.abbeycarpetandfloor.com/,","consolidated,johanna"
"Carpet Hut","(307) 527-7525","3325 Big Horn Ave.","Cody","WY","","info@benjaminmoore.com","Larry & Judy Dye","","","www.benjaminmoore.com/,","consolidated,johanna"
"CARPET KING","(410) 876-2026","26 WEST MAIN STREET","WESTMINSTER","MD","","contact@mercercarpetone.com","Jim Farrell","","contact@mercercarpetone.com,contact@mercercarpetone.com","http://www.carpet-king.com/,","consolidated,johanna"
"Carpet Man of York","(717) 846-2000","700 W Market St","York","PA","","FurnitureFinesse@comcast.net","Michael Helf","","HelftheCarpetman@aol.com,HelftheCarpetman@aol.com","www.helfcarpetman.com,","consolidated,johanna"
"Carpet N' Darpes","(904) 260-0109","8956 Phillips Hwy.","Jacksonville","FL","","n/a","Calvin Modling","","calvin@carpetndrapes.com,calvin@carpetndrapes.com","http://www.carpetndrapes.com,","consolidated,johanna"
"CARPET N' THINGS","(301) 206-2200","13380 MID ATLANTIC BLVD","LAUREL","MD","","","Joseph  Jovinelli ) 489-4584","","Stephen Lipp ,joseph@carpetnthings.com","www.carpetnthings.com/,http://www.carpetden.com/,","consolidated,johanna"
"Carpet One","(573) 449-0081","105 Business Loop 70 East","Columbia","MO","","N/A","Michael Trittler","","","http://www.carpet1columbia.com/,","consolidated,johanna"
"Carpet One","(972) 596-5556","2001 Coit Road Suite 301","Plano","TX","","brianh@floorsinc.com","Randy Pack","","","http://www.carpetoneplano.com/,","consolidated,johanna"
"Carpet One Floor & Home","(785) 273-1402","5131 SW 29th Street","Topeka","KS","","leads@carpetone.com","Dale Smith","","","http://www.carpetone.com/,","consolidated,johanna"
"Carpet One Floor and Home","(352) 377-8652","227 NW 23rd Ave","Gainesville","FL","","j6605lj@aol.com","Harriet Jones","","j6605lj@aol.com,j6605lj@aol.com","www.carpetonegainesville.com/,","consolidated,johanna"
"Carpet One Mentor","(440) 975-0097","7625 Mentor Ave.","Mentor","Ohio","","N/A","Larry Rakes","","","http://www.carpetonementor.com/,","consolidated,johanna"
"Carpet One of Durham","(919) 493-3437","3612 Durham Chapel Hill Blvd","Durham","NC","","n/a","Greg Long","","","http://www.carpetonedurham.com/,","consolidated,johanna"
"Carpet One of New Bern","(252) 672-8912","1709 Red Robin Lane","New Bern","NC","","N/A","David Eckberg","","","www.carpetonenewbernnc.com,","consolidated,johanna"
"Carpet One of Riverhead","(631) 369-3670","132 Kroener Ave.","Riverhead","NY","","N/A","Gary Bronat","","garybcpt1@optonline.net,garybcpt1@optonline.net","www.carpetone.com,","consolidated,johanna"
"Carpet One Tucson","(520) 327-6838","2726 E Ft. Lowell","TUCSON","AZ","","n/a","David Lucas","","","www.tucsoncarpetstore.com,","consolidated,johanna"
"Carpet One Valley Flooring","(805) 925-8718","1133 West Cook Street","SANTA MARIA","CA","","xxxxx@c1sm.com","Ron Ferrari","","ron@c1sm.com,ron@c1sm.com","http://www.carpetonesantamaria.com/about/index.htm,","consolidated,johanna"
"CARPET SHOPPE OF DARIEN INC","(303) 449-0011","6367 E ARAPAHOE","BOULDER","CO","","carpetvan@carpetvan.net","Robert McDonald","","","Not found,www.mcdonaldcarpetoneboulder.com,","consolidated,johanna"
"CARPET SOUTH DESIGN INC","(954) 943-9394","3361 NE 6TH TERRACE UNIT 4","POMPANO BEACH","FL","","n/a","Jim Johnson","","Jimj@csdflooring.com,Jimj@csdflooring.com","http://www.csdflooring.com/,","consolidated,johanna"
"Carpet Specialists","(502) 245-0221","2101 Stanley Gault Parkway","Louisville","KY","","info@carpetspecialistsonline.com","Harry Lloyd","","","http://www.carpetspecialistsonline.com/,http://www.carpetspecialistsonline.com/,http://carpetspecialistsonline.com/,","consolidated,johanna"
"CARPET STUDIO CORPORATION","(864) 241-3636","2333A NORTH PLEASANTBURG DR","GREENVILLE","SC","","admin@carpetstudio.ca","Lew Grass","","lewgrass@att.net,lewgrass@att.net","http://www.carpetstudio.ca/,","consolidated,johanna"
"CARPET STUDIO THE","(406) 862-2880","6334 HWY 93 SO","WHITEFISH","MT","","CStudio@aboutmontana.net","Bonnie West","","","http://www.carpetstudioonline.com/,","consolidated,johanna"
"CARPET SUPPLY COMPANY","(405) 521-1343","4404 N. WESTERN","OKLAHOMA CITY","OK","","info@carpetsupplyco.com","William Brewer","","rco@rco-ok.com,rco@rco-ok.com","www.carpetsupplyco.com,","consolidated,johanna"
"Carpet Town","(207) 773-3331","778 Portland Rd","Saco","ME","","david@charlesvangelder.com","-","","-,-","http://www.maineflooringandfurniture.com/,","consolidated,johanna"
"CARPET TOWN USA INC","(206) 763-2536","580 SOUTH LUCILLE STREET","SEATTLE","WA","","/a","Wendy Werner","","","http://www.carpet-town.com/,","consolidated,johanna"
"CARPET TRENDS INC","(516) 764-4466","456 SUNRISE HIGHWAY","ROCKVILLE CENTRE","NY","","N/A","Glenn Altarac","","ganyr1994@aol.com,ganyr1994@aol.com","http://www.floordecordirect.com/test/index.php,www.carpetone.com/floordecor,","consolidated,johanna"
"Carpet Trends","(914) 967-5188","PO Box 362","Rye","NY","","Info@carpetrends.com","Robert E Rogers","","","carpettrends.com,http://carpetrends.com/index.php,Not found,","consolidated,johanna"
"CARPET VILLA LIMITED","(440) 248-2424","34300 SOLON RD.","SOLON","OH","","customerservice@sedlakinteriors.com","Jeff Sedlak","","","www.sedlakinteriors.com,www.sedlakinteriors.com,http://www.sedlakinteriors.com/,","consolidated,johanna"
"CARPET WORKS INC","(502) 583-2713","P.O. BOX 2808","LOUISVILLE","KY","","design@hubbuch.com","John Hubbuch","","jah@hubbuch.com,jah@hubbuch.com","www.hubbuch.com,","consolidated,johanna"
"Carpet World Carpet One","(859) 253-0004","390 New Circle Rd NE","Lexington","KY","","N/A","Gordon Patterson","","","http://www.carpetworldcarpetonelexington.com/carpetone-about-us,","consolidated,johanna"
"CARPET WORLD OF WESTCHESTER","(301) 262-8022","15443 EXCELSIOR DRIVE","BOWIE","MD","","info@carpetworldofwestchester.biz","Floyd Burton","","","http://carpetworldofwestchester.com/,","consolidated,johanna"
"CARPET YARD","(804) 355-2921","3027 W CARY STREET","RICHMOND","VA","","sales@thecarpetyard.com","Anne & Robert Lee Hines Jr.","","thomashinesantiques@hotmail.com,thomashinesantiques@hotmail.com","www.thecarpetyard.com/,","consolidated,johanna"
"CarpetBagger","(888) 600-7915","800 Marshall Ave # 30","Williston","VT","","N/A","David Evarts","","devarts@flooringamericavt.com,devarts@flooringamericavt.com","http://www.flooringamerica-vt.com/,","consolidated,johanna"
"CARPETERIA","(703) 471-4442","1700 BRACKNELL DRIVE","RESTON","VA","","Info@royalinteriors.net","Ken Shakibnia","","","http://www.carpeteria.com/,","consolidated,johanna"
"Carpeteria-Semerjian","(805) 964-3551","5610 Hollister","Goleta","CA","","N/A","Gary Semerjian","","","http://www.carpeteriasantabarbara.com,","consolidated,johanna"
"CARPETIME INC","(973) 605-8181","8 EAST FREDERICK PLACE STE101A","CEDAR KNOLLS","NJ","","carpetetcetera@verizon.net","Frank  Keller","","Carpetcetera@verizon.net,Carpetcetera@verizon.net","www.carpetetcetera.com,","consolidated,johanna"
"CARPETLAND","(718) 899-3610","73-40 GRAND AVENUE","MASPETH","NY","","hamiltoncarpetone@yahoo.com","George Nieto","","hamiltoncarpetone@yahoo.com,hamiltoncarpetone@yahoo.com","www.hamiltoncarpetonemaspeth.com,","consolidated,johanna"
"CarpetMaster Carpet One","(518) 785-9544","600 Troy Schenectady Road","Latham","NY","","leads@carpetone.com","Christopher Taylor","","CarpetMasterC1@floormail.net,CarpetMasterC1@floormail.net","http://www.carpetmastercarpetonelatham.com,","consolidated,johanna"
"CARPETOWN INC","(775) 359-9898","1937 COFFEE RD","MODESTO","CA","","info@functionaldesignsreno.com","Nancy Lilyhorn","","","Not found,http://www.functionaldesignsreno.com/,","consolidated,johanna"
"CARPETOWN","(507) 282-3434","5139 HWY 52 NORTH","ROCHESTER","MN","","customerservice@furniture.com","Darren Groteboer","","darren@carpetonerochester.com,darren@carpetonerochester.com","not found,www.carpetone.com,","consolidated,johanna"
"CARPETS","(703) 430-6400","1334-A SHEPARD DRIVE","STERLING","VA","","bobfloorstore@gmail.com","Butch Cooper","","","http://floorstoreva.brandsource.biz/,","consolidated,johanna"
"Carpets by Denny Lee","(410) 679-7978","1003 C Edgewood Rd","Edgewood","MD","","carpetsbydennylee@verizon.net","Denny  Lee","","cbdl@verizon.net,cbdl@verizon.net","www.carpetsbydennylee.com/,","consolidated,johanna"
"CARPETS BY DUANE INC","(951) 784-2630","2095 CHICAGO AVE","RIVERSIDE","CA","","N/A","Duane Ritz","","","http://www.carpetsbyduane.com,http://carpetsbyduane.com/ This is as close to this information. The phone number is a digit off but this is the place.,www.carpetsbyduane.com,","consolidated,johanna"
"CARPETS BY DUANE INCORPORATED","(801) 295-0434","96 NORTH 500 WEST","BOUNTIFUL","UT","","N/A","Hal & Kay Riley","","laura_b@kayriley.com,laura_b@kayriley.com","www.kayriley.com,","consolidated,johanna"
"Carpets by French","(727) 736-5669","1300 Main St","Dunedin","FL","","info@carpetsbyfrench.com","John M French","","j.french@carpetsbyfrench.com,j.french@carpetsbyfrench.com","www.carpetsbyfrench.com,","consolidated,johanna"
"CARPETS BY JOHN RAPER","(603) 436-3422","2040 LAFAYETTE ROAD","PORTSMOUTH","NH","","POQUFL@hotmail.com","Jorge Larenas","","","http://portsmouthflooring.com/,","consolidated,johanna"
"Carpets by Phillip`s","(760) 757-5033","STE 101","Oceanside","CA","","jenny@phillipsabbeycarpet.com","Chuck Ward","","dgilia@yahoo.com / debbieg@phillipsabbeycarpet.com,dgilia@yahoo.com / debbieg@phillipsabbeycarpet.com","www.phillipsabbeycarpet.com,www.martinphillipscarpets.co.uk/,","consolidated,johanna"
"CARPETS BY ROBERT INC","(732) 571-4644","553 BROADWAY","LONG BRANCH","NJ","","kwcarpets@hotmail.co.uk","Robert Brousell","","","not found,http://www.kwcarpets.com/,","consolidated,johanna"
"CARPETS OF HIGHWOOD","(412) 771-2345","701 YUNKER STREET","MEKEES ROCKS","PA","","N/A","Ken Ashtari","","ken.rugs@comcast.net,ken.rugs@comcast.net","http://www.lindersfinerugs.com/,","consolidated,johanna"
"CARPETS SHOWCASE","(310) 395-4575","1430 LINCOLN BLVD","SANTA MONICA","CA","","N/A","Tony Kopalian","","carpetshowcase1@aol.com,carpetshowcase1@aol.com","http://www.thecarpetshowcase.com/home,","consolidated,johanna"
"CARPETTE MULTI DESIGN C.M.D.","(707) 224-6994","910 ENTERPRISE WAY","NAPA","CA","","","Scott Carston","","Scott.Carston@worldofcarpetone.com,Scott.Carston@worldofcarpetone.com","http://www.carpettemultidesign.com/,","consolidated,johanna"
"Carroll's Carpet","(513) 932-5898","726 E.Main Street","Lebanon","OH","","contactus@carrollscarpets.com","Tracey Stacey","","CarrollsCarpets@yahoo.com,CarrollsCarpets@yahoo.com","www.carrollscarpets.com,","consolidated,johanna"
"Cartozian Fine Flooring","(253) 474-8433","3320 South G St","Tacoma","WA","","sales@cartozian.com","Rachel McLain","","rachel@cartozian.com,rachel@cartozian.com","http://www.cartozian.com/,","consolidated,johanna"
"Casey Carpet One","(806) 318-9127","4201 South Georgia","Amarillo","TX","","dick@caseycarpetone.com","Dick & Dusty Doyle","","dusty@caseycarpetone.com,dusty@caseycarpetone.com","http://www.caseycarpetoneamarillo.com/,","consolidated,johanna"
"Castle Floor Covering","(813) 877-1823","2122 S Dale Mabry Hwy","Tampa","FL","","leads@carpetone.com","Larry Cox","","larry@castlecarpetone.com,larry@castlecarpetone.com","www.castlecarpetone.com,","consolidated,johanna"
"CDK CARPET","(248) 333-7086","42598 WOODWARD","BLOOMFIELD HILLS","MI","","N/A","Stanley Fons","","","www.carpetone.com,www.ck-components.com/,","consolidated,johanna"
"Centex Carpet & Interiors","(254) 753-7021","3716 Franklin Ave","Waco","TX","","info@centexmfg.com","Chris Klesse","","chrisk@centexmfg.com,chrisk@centexmfg.com","http://www.centexcarpet.com/,http://centexmfg.com/,","consolidated,johanna"
"CENTURY FLOORING DISTRIBUTORS","(763) 478-3946","1362 HAMEL RD.","MEDINA","MN","","info@centuryflooring.com.","Curt Swanson","","","www.centuryflooring.com,","consolidated,johanna"
"Century Flooring","(305) 594-9922","7295 NW 41st Street","Miami","FL","","Eddy@CenturyFlooring.us","Raul Marzoa","","centuryf@bellsouth.net,centuryf@bellsouth.net","www.centruyflooring.us,Not found,","consolidated,johanna"
"CERAMCO SERVICES INC","(315) 472-8937","129 WALTON PIRRO","SYRACUSE","NY","","N/A","Lisa Pirro","","","www.ceramcoservices.com/,","consolidated,johanna"
"Chase Carpets & Tile","(512) 360-2222","6203 N. Capital of Texas Highway","Austin","TX","","chris@chasecarpets.com","Marc Chase","","marc@chasecarpets.com,marc@chasecarpets.com","www.chasecarpets.com,","consolidated,johanna"
"CHEZ DEL INTERIORS","(203) 359-3622","84 COMMERCE ROAD","STAMFORD","CT","","info@chez-del.com","Jack Briener","","","http://www.chez-del.com,","consolidated,johanna"
"CHIMERE","(404) 352-0072","1530 ELLSWORTH IND. BLVD NW","ATLANTA","GA","","info@worldofrugs.com","Abe Malla","","abe@westsidefoundry.com,abe@westsidefoundry.com","http://www.chimere.com/,","consolidated,johanna"
"Choice Floor Specialists Inc","(402) 362-7778","2822 North Nebraska Ave.","York","NE","","erincfs@windstream.net","Douglas Heffelfinger","","","http://www.choicefloorsinc.com/,","consolidated,johanna"
"Choice Home Center Inc","(301) 855-6626","8005 S Maryland Blvd","Owings","MD","","dshepherd@choicefloorcenter.com","Glenn Walker","","gwalker@choicefloorcenter.com,gwalker@choicefloorcenter.com","www.choicefloorcenter.com,","consolidated,johanna"
"CHRISJON INC","(770) 640-7075","903 MACY DR","ROSWELL","GA","","N/A","Jenny Hardy","","","http://www.corporationwiki.com/Texas/Dallas/chrisjon-inc/33358695.aspx,","consolidated,johanna"
"Christophers Home Fashion","(410) 374-2128","3321 Main Street Suite C-1","Manchester","MD","","info@carpettocabinets.com","Chris Hojnowski","","","www.chrishomefashion.com,","consolidated,johanna"
"Churchills","(973) 746-6820","127 Grove St","Montclair","NJ","","","Mark Friedman","","mark@churchillrugs.com,mark@churchillrugs.com","churchillrugs.com,","consolidated,johanna"
