name,phone,address,city,state,postal,primary_email,website,owner_first,owner_last,owner,sources_count,sources,source1,source2,source3,source4,source5,source6,source7,contacts_count,contact1_first,contact1_last,contact1,contact2_first,contact2_last,contact2,contact3_first,contact3_last,contact3,other_emails_count,other_email1,other_email2,other_email3
MAX WINDSOR FLOORS,(909) 477-6698,11818 SAN MARINO ST,RANCHO CUCAMONGA,California,91730,,http://www.maxwindsor.com,Joannie,Liu,Joannie Liu,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MERCER ABRASIVES,(631) 243-3900,300 SUBURBAN AVE,DEER PARK,New York,11729,,http://www.mercerabrasives.com,Laura,Collins,Laura Collins,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
METROFLOR CORP,(866) 882-4407,15 OAKWOOD AVE,NORWALK,Connecticut,6850,,http://metroflorusa.com,Arthur,Clarke III,Arthur Clarke III,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MILLIKEN & COMPANY,(800) 241-4826,201 LUKKEN IND DR W,LAGRANGE,Georgia,30240,,http://www.millikencarpet.com,Scott,Reams,Scott Reams,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MIRACLE SEALANTS COMPANY,(626) 443-6433,12318 LOWER AZUSA RD,ARCADIA,California,5872,,http://miraclesealants.com,Joseph,Salvo,Joseph Salvo,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MOHAWK INDUSTRIES,(800) 241-4900,PO BOX 1448,DALTON,Georgia,30722,,http://www.mohawkflooring.com,Mike,Zoellner,Mike Zoellner,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
N-C CARPET BINDING EQUIPMENT,(973) 481-3500,858 SUMMER AVE,NEWARK,New Jersey,7104,,http://n-ccarpet.com,Mark,Caplan,Mark Caplan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"NATIONAL FLOORING EQUIPMENT, INC",(800) 245-0267,9250 XYLON AVE N,MINNEAPOLIS,Minnesota,55445,,http://www.nationalequipment.com,Laurie,Osmondson,Laurie Osmondson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NATIONAL GYPSUM COMPANY,(704) 365-7440,2001 REXFORD RD,CHARLOTTE,North Carolina,28211,,http://www.nationalgypsum.com,Jacki,Chabot,Jacki Chabot,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"NATIONAL METAL SHAPES, INC",(740) 363-9559,425 S SANDUSKY ST,DELAWARE,Ohio,43015,,http://www.nmsi.com,Chris,Washek,Chris Washek,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"NATURE FLOORING INDUSTRIES, INC",(610) 280-9800,303A NATIONAL RD,EXTON,Pennsylvania,19341,,http://www.nature-flooring.com,Annie,Zhang,Annie Zhang,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
OSCODA PLASTICS INC,(989) 739-6900,5585 N HURON AVE,OSCODA,Michigan,48750,,http://www.oscodaplastics.com,Jerry,Lee,Jerry Lee,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PREVERCO INC,(418) 878-8930,"285, DE ROTTERDAM",DESMAURES,Quebec,G3A 2E5,,http://preverco.com,Marie,Perreault,Marie Perreault,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROTECTO WRAP COMPANY,(303) 777-3001,1955 S CHEROKEE ST,DENVER,Colorado,80223,,http://protectowrap.com,Victoria,Kast,Victoria Kast,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
QUALITY CRAFT HOME IMPROVEMENT PRODUCTS LTD,(604) 575-5550,"#301, 17750-65A AVENUE",SURREY,British Columbia,V3S 5N4,,http://www.qualitycraft.com,Brock,Senner,Brock Senner,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
QUANEX BUILDING PRODUCTS CORP,(715) 524-6065,105 PLANK RD,SHAWANO,Wisconsin,54166,,http://www.colonialcraft.com,Carrie,Barribeau,Carrie Barribeau,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
R B RUBBER PRODUCTS INC,(314) 432-3200,2500 ADIE RD,MARYLAND HEIGHTS,Missouri,63043,,http://www.rbrubber.com,Gregory,Divis,Gregory Divis,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"RODA FLOORING, INC",(951) 787-1996,"5029 LA MART DR, SUITE B",RIVERSIDE,California,92507,,http://www.rodaflooring.com,Larry,Subervi,Larry Subervi,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ROYALTY CARPET MILLS,(949) 474-4000,17111 RED HILL AVE,IRVINE,California,92614,,http://www.royaltycarpetmills.com,Mike,Derderian,Mike Derderian,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"SAWMASTER DIAMOND TOOLS, INC",(951) 352-8887,11722 WARM SPRINGS RD,RIVERSIDE,California,92505,,http://sawmaster.com,William,Lee,William Lee,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SCHLUTER SYSTEMS LP,(800) 472-4588,194 PLEASANT RIDGE RD,PLATTSBURGH,New York,5841,,http://www.schluter.com,Elizah,Hatch,Elizah Hatch,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SEAM MASTER INDUSTRIES,(323) 569-7171,5211 SOUTHERN AVE,SOUTH GATE,California,90280,,http://www.seammaster.com,Richard,Kahrs,Richard Kahrs,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SINCLAIR EQUIPMENT CO,(530) 626-9386,6686 MERCHANDISE WY,DIAMOND SPRINGS,California,95619,,http://www.sineqco.com,Frank,Sinclair,Frank Sinclair,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
TAYLOR TOOLS,(303) 371-7667,5045 PARIS ST,DENVER,Colorado,80239,,http://www.taylortools.com,Keith,Papulski,Keith Papulski,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"TERAGREN BAMBOO FLOORING, PANELS & VENEER",(800) 929-6333,"12715 MILLER RD NE, STE 301",BAINBRIDGE ISLAND,Washington,98110,,http://www.teragren.com,Mike,Boshart,Mike Boshart,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
TILE REDI LTD,(954) 323-0125,"4450 NW 126TH AVE, STE 101",CORAL SPRINGS,Florida,33065,,http://www.tileredi.com,Farrell,Gerber,Farrell Gerber,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
U S G / UNITED STATES GYPSUM,(678) 781-2465,11675 RAINWATER DR # 665,ALPHARETTA,Georgia,8693,,http://www.usg.com,Steve,Rausch,Steve Rausch,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"UNILIN FLOORING INC, LLC",(214) 309-4144,7834 CF HAWN FRWY,DALLAS,Texas,75217,,http://www.quick-step.com,Roger,Farabee,Roger Farabee,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
URBAN FLOOR,(323) 890-0000,3707 CAPITOL AVE,CITY OF INDUSTRY,California,90601,,http://www.urbanfloor.com,Jimmy,Setiawan,Jimmy Setiawan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
VINYLASA/LOSETAS ASFALTICAS,(859) 384-4515,10720 KIMBERLY DR,UNION,Kentucky,41091,,http://www.vinylasa.com,Tony,Kanan,Tony Kanan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"W. F. TAYLOR CO, INC",(951) 360-6677,11545 PACIFIC AVE,FONTANA,California,92337,,http://www.wftaylor.com,Mihir,Gandhi,Mihir Gandhi,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"WE CORK, INC",(800) 666-2675,"16 KINGSTON RD, UNIT 6",EXETER,New Hampshire,3833,,http://www.wecork.com,Ann,Wicander,Ann Wicander,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ZAMMA CORPORATION,(540) 672-5200,14468 LITCHFIELD DR,ORANGE,Virginia,22960,,,Peter,Spielman,Peter Spielman,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ABBEY CARPET & FLOOR OF HAWAII,(808) 487-6667,98-761 OIHANA PLACE #D-3,AIEA,Hawaii,96701,,http://abbeycarpet.com,Roy,Tokuhama,Roy Tokuhama,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DIRECT CARPET ONE,(602) 269-3261,3161 N 35TH AVE,PHOENIX,Arizona,85017,,http://www.directcarpetone.com,Rick,Pendergrass,Rick Pendergrass,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GRASS ROOTS FLOORING,(855) 583-5667,PO BOX 90693,STATEN ISLAND,New York,10309,,http://www.shopgrf.com,Jennifer,Ortega,Jennifer Ortega,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MOBILE FLOOR COVERINGS,(360) 671-4693,1558 BRITTON CIR,BELLINGHAM,Washington,98226,,,John,Kupka,John Kupka,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MONARCH FLOOR & WINDOW COVERINGS,(604) 253-1009,#200 -4363 DAWSON ST,BURNABY,British Columbia,V5C 4B4,,http://www.monarchfloors.ca,Davis,Bawtinheimer,Davis Bawtinheimer,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BROOKS MANCINI,(775) 858-3400,1527 KESTREL CT,RENO,Nevada,89509,,,Brooks,Mancini,Brooks Mancini,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARL L. BIGGS,(831) 438-3734,244 MIRAFLORES RD,SCOTTS VALLEY,California,95066,,,Carl,Biggs,Carl Biggs,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DYNAMIC FLOORS FLOORING AMERICA,(602) 843-9040,4229 W THUNDERBIRD RD,PHOENIX,Arizona,85053,,http://www.dynamicfloors.com,Jeff,Wohl,Jeff Wohl,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
JEFF KING,(202) 624-2500,1001 PENNSYLVANIA AVE NW,WASHINGTON,District,20004,,,Jeff,King,Jeff King,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE,(281) 338-1345,16800 TEXAS AVE,WEBSTER,Texas,77598,,http://www.myflooringamerica.com,Scott,Steel,Scott Steel,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
4 SERVICE GROUP,(410) 796-1464,"7381 WASHINGTON BLVD, #107",ELKRIDGE,Maryland,21075,,http://www.4servicegroup.com,Michelle,Stallone,Michelle Stallone,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"5 STAR FLOORING, INC",(425) 485-5481,17510 BOTHELL WAY NE,BOTHELL,Washington,98011,,,Andy,Anderson,Andy Anderson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
A & A FLOORING SUPPLIES INC,(416) 736-0089,350 SUPERTEST RD,NORTH YORK,ONTARIO,M3J 2M2,,,Amir,Aslani,Amir Aslani,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"ABBEY 75 - MILL END CARPET SHOP, INC",(757) 595-4488,750 J CLYDE MORRIS BLVD,NEWPORT NEWS,Virginia,23601,,http://abbeycarpet.com,Alvin,Blankenship,Alvin Blankenship,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ABBEY CARPET FLOORING & DESIGN CENTER,(803) 699-8000,8102 TWO NOTCH RD,COLUMBIA,South Carolina,29223,,http://www.columbia.abbeycarpet.com,Subhash,Patel,Subhash Patel,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ABBEY CARPET OF CAMBRIDGE,(763) 689-5054,1565 1ST AVE EAST,CAMBRIDGE,Minnesota,55008,,http://www.cambridge.abbeycarpet.com,Denise,Nedegaard,Denise Nedegaard,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ABBEY CARPET OF PETALUMA,(707) 762-5514,"450 LAKEVILLE ST, STE F",PETALUMA,California,94952,,http://www.petaluma.abbeycarpet.com,Steven,Sager,Steven Sager,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ABBEY SAN MATEO CARPETS,(630) 347-0800,101 N AMPHLETT BLVD,SAN MATEO,California,94401,,http://www.abbeycarpet.com,Nancy,Stanton,Nancy Stanton,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ACCENTS AND INTERIORS,(425) 368-1300,"19501 144TH AVE, STE A900",WOODINVILLE,Washington,98072,,http://www.accents-interiors.com,Bill,Sullivan,Bill Sullivan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ADDS FLOOR COVERING CARPET ONE,(562) 867-3259,9812 MAPLE ST,BELLFLOWER,California,90706,,http://www.carpetone.com,Doug,Wilson,Doug Wilson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
AGAIN LLC,(253) 981-6675,21255 76TH AVE S,KENT,Washington,98032,,,Bill,Betts,Bill Betts,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ALADDIN SURFACES,(301) 816-9777,12321 PARKLAWN DR,ROCKVILLE,Maryland,20852,,http://www.aladdinsurfaces.com,Amir,Modjarrad,Amir Modjarrad,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ALII FLOORING INC,(808) 487-5535,99-1016 IWAENA ST,AIEA,Hawaii,96701,,,Harris,Nakamura,Harris Nakamura,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ALL STATE FLOORING,(646) 434-7997,2026 MCDONALD AVE,BROOKLYN,New York,11223,,,Dmitry,Lyubomirsky,Dmitry Lyubomirsky,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ALLWEIN CARPET ONE,(717) 867-4100,1475 E MAIN ST,ANNVILLE,Pennsylvania,17003,,http://www.allweincarpetone.com,Sue,Allwein,Sue Allwein,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ANDY BREEDEN FLOORS,(240) 375-6084,8509 EDENTON RD,FULTON,Maryland,9635,,http://www.andybreedenfloors.com,Andy,Breeden,Andy Breeden,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
APPLIED SURFACES TECHNOLOGY,(509) 758-8016,1020 PORT DR,CLARKSTON,Washington,99403,,,Daniel,Killian,Daniel Killian,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ARLON MILLER CO,(402) 397-7546,10733 CEDAR ST,OMAHA,Nebraska,68124,,,Arlon,Miller,Arlon Miller,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ARTISTIC CARPET ONE & HOME,(661) 948-7567,1061 W AVENUE K,LANCASTER,California,93534,,http://www.artisticcarpetonelancaster.com,Billy,Ward,Billy Ward,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
AT YOUR DOOR FLOOR STORE,(301) 355-6464,17617 REDLAND RD,DERWOOD,Maryland,20855,,http://www.atyourdooronline.com,Jeffery,Shipe,Jeffery Shipe,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ATLANTIC TO PACIFIC FLOORING,(516) 756-8050,40 WERMAN COURT,PLAINVIEW,New York,11803,,,Christopher,Makarius,Christopher Makarius,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BELMONT CARPETS & WOODFLOORING,(714) 533-8513,1310 S STATE COLLEGE BLVD,ANAHEIM,California,92806,,http://www.belmontcarpets.com,Kathy,Gorski,Kathy Gorski,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BIG BOBS FLOORING,(907) 561-2121,660 E DOWLING RD,ANCHORAGE,Alaska,99518,,http://www.bigbobscarpet.com,Patric,Bell,Patric Bell,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BIG BOBS FLOORING OUTLET,(928) 217-5551,1821 S ARIZONA AVE,YUMA,Arizona,85364,,http://www.mybigbobs.com,Brad,Millner,Brad Millner,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BIG BOBS FLOORING OUTLET,(209) 951-9400,6053 CAROLINA CIRCLE,STOCKTON,California,95219,,,Mark,Blankenship,Mark Blankenship,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BIG CARPET,(801) 336-6757,653 W 650 N,CLEARFIELD,Utah,84015,,http://www.bigcarpet.net,Dennis,Bigelow,Dennis Bigelow,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BISHOPS CARPET ONE,(607) 273-8807,430 W. STATE ST SUITE 1,ITHACA,New York,14850,,,David,Pirko,David Pirko,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BLUE LAKE FLOORING & PAINT,(530) 544-2432,2141 JAMES AVE,SOUTH LAKE TAHOE,California,96150,,http://www.bluelakeflooring.com,David,Newell,David Newell,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BOB MOSS CARPET ONE FLOOR & HOME,(318) 387-6929,610 LOUISVILLE AVE,MONROE,Louisiana,71201,,http://www.carpetone.com,Bobby,Urban,Bobby Urban,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BRESLINS FLOOR COVERING,(309) 342-9197,63 N SEMINARY,GALESBURG,Illinois,61401,,,Mike,Breslin,Mike Breslin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BRIANS CARPET & TILE,(205) 425-3239,4817 MCADORY SCHOOL RD STE 109,MCCALLA,Alabama,35111,,,Brian,Hammonds,Brian Hammonds,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BROOKENS WOOD FLOORS,(217) 415-1889,2517 WOODFIELD RD,SPRINGFIELD,Illinois,62711,,,Ralph,Brookens,Ralph Brookens,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BUDDY ALLEN CARPET ONE,(615) 883-3289,2517 LEBANON RD,NASHVILLE,Tennessee,37214,,http://buddyallencarpetone.com,Zack,Allen,Zack Allen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BUNDY CARPETS INC,(360) 659-0663,615 STATE AVE,MARYSVILLE,Washington,98270,,,Daryn,Bundy,Daryn Bundy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BURTON FLOORING INC,(360) 417-2614,5022 DOSS RD,PORT ANGELES,Washington,98362,,,Joe,Burton,Joe Burton,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
BW FLOORING LLC,(920) 382-5800,N6576 CANTEBURY DR,FOND DU LAC,Wisconsin,54937,,,Brian,Wilkum,Brian Wilkum,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"C & S FLOORING, INC",(727) 379-9700,10929 ST RD 52,HUDSON,Florida,34669,,http://www.prosourcefloors.com/portrichey,Lynn,Skelton,Lynn Skelton,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
C B A SPORTS FLOORS,(770) 797-9990,3115 MEDLOCK BRIDGE RD,NORCROSS,Georgia,30074,,,Rob,Zehnder,Rob Zehnder,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
C M CARPETS PLUS,(209) 469-9055,1338 E MINER AVE,STOCKTON,California,95205,,,Charles,Munoz,Charles Munoz,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
C.T.S. ENTERPRISES INC,(206) 786-1052,15100 SE 38TH ST,BELLEVUE,Washington,1765,,,Peter,Stayner,Peter Stayner,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CA PETERACCA JR INC,(407) 321-9696,190 N COUNTRY CLUB RD,LAKE MARY,Florida,32746,,http://www.tilewoodcarpet.com,Carmino,Peteracca,Carmino Peteracca,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"CALHOUN FLOORZ HSK, INC",(217) 544-2138,1730 S DIRKSEN PARKWAY,SPRINGFIELD,Illinois,62703,,http://www.calhouncarpet.com,Dan,Housley,Dan Housley,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPERS O STREET CARPET,(402) 476-7567,1732 O STREET,LINCOLN,Nebraska,68508,,http://www.ostreetcarpet.com,Steve,Carper,Steve Carper,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET CENTER FLOOR TO CEILING,(707) 836-7007,"6400 HEMBREE LN, STE 130",WINDSOR,California,95492,,http://www.carpetcenterftc.com,Kathleen,Eyestone,Kathleen Eyestone,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET CITY OF WAUSAU,(715) 842-5277,5400 W STEWART AVE,WAUSAU,Wisconsin,54401,,,Lee,Plonske,Lee Plonske,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET COLOUR CENTRE,(403) 343-7711,1100 5001 19TH ST,RED DEER,Alberta,T4R 3R1,,http://www.carpetcolourcentre.com,Rick,Wiebe,Rick Wiebe,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET CORNER CARPET ONE,(559) 875-4030,741 ACADEMY AVE,SANGER,California,93657,,http://www.carpetone.com,Bill,Clark,Bill Clark,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET DEPOT LLC,(602) 442-2020,3020 W THOMAS RD,PHOENIX,Arizona,85017,,http://www.carpetdepotaz.com,Mark,Chulew,Mark Chulew,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET EXPRESS,(707) 445-1805,PO BOX 3518,EUREKA,California,95502,,,Joe,Marvel,Joe Marvel,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET GIANT,(713) 224-2213,3407 GULF FREEWAY,HOUSTON,Texas,77003,,http://www.carpetgianthouston.com,Meredith,Wosenitz,Meredith Wosenitz,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"CARPET LAND, INC",(410) 744-8570,6430 BALTIMORE NATIONAL PIKE,BALTIMORE,Maryland,21228,,http://www.carpetlandinc.com,Myles,McComas,Myles McComas,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE,(239) 649-5407,3270 SEDGE PLACE,NAPLES,Florida,34105,,http://www.stanlippmediations.com,Stan,Lipp,Stan Lipp,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE,(219) 489-4584,1111 W WASHINGTON CTR RD,FORT WAYNE,Indiana,46825,,http://www.carpetone.com,Stephen,Lipp,Stephen Lipp,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE FLOOR & HOME,(419) 227-3793,2119 ELIDA RD,LIMA,Ohio,45805,,http://www.carpetone.com,Lisa,Hyland,Lisa Hyland,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE FLOOR & HOME,(850) 386-7139,3333 CAPITAL CIRCLE NE,TALLAHASSEE,Florida,32308,,http://www.carpetonetallahassee.com,David,Wollschlager,David Wollschlager,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE FLOOR & HOME,(785) 776-6742,501 FORT RILEY BLVD,MANHATTAN,Kansas,66502,,http://www.carpetone.com,Linda,Graham,Linda Graham,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE FLOOR & HOME,(270) 685-5735,700 SALEM DRIVE,OWENSBORO,Kentucky,42303,,http://www.carpetoneowensboro.com,Mark,Hayden,Mark Hayden,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE OF BILLINGS,(406) 656-9300,505 S 24TH ST W,BILLINGS,Montana,59102,,http://www.carpetone.com,John,Erbacher,John Erbacher,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE OF WARNER ROBINS,(478) 328-6622,1001 RUSSELL PKWY,WARNER ROBINS,Georgia,31088,,http://www.carpetone.com,Greg,Crosby,Greg Crosby,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET ONE SPRINGDALE,(479) 756-2786,802 SANDERS,SPRINGDALE,Arkansas,72764,,http://www.carpetone.com,Gary,Brown,Gary Brown,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET PLUS,(434) 977-7587,PO BOX 6987,CHARLOTTESVILLE,Virginia,22906,,http://www.carpetplusonline.com,Duane,Cassis,Duane Cassis,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET PLUS ENTERPRISES INC,(301) 739-3422,18133 OAK RIDGE DR,HAGERSTOWN,Maryland,7201,,,Jeff,Taylor,Jeff Taylor,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"CARPET STORE, THE",(406) 755-0030,"112 COOPERATIVE WAY, STE B",KALISPELL,Montana,59901,,,Joe,Sidor,Joe Sidor,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET TO GO,(425) 453-7607,12700 BEL-RED RD,BELLEVUE,Washington,98005,,http://www.carpettogo.com,Gary,Long,Gary Long,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET TOWN USA,(414) 774-2220,1350 S 108TH ST,W ALLIS,Wisconsin,53214,,http://www.carpet-town.com,Wendy,Werner,Wendy Werner,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET VALUE CENTER FLOORING AMERICA,(703) 691-3100,3041 GOLANSKY BLVD,WOODBRIDGE,Virginia,22192,,http://www.flooringamericastores.com,Rob,Menefee,Rob Menefee,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPET WEAVERS,(309) 663-4300,820 ELDORADO RD,BLOOMINGTON,Illinois,61704,,http://www.carpetweaversflooring.com,Mark,Weaver,Mark Weaver,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"CARPETIME, INC",(970) 245-4753,2920 I-70 BUSINESS LOOP,GRAND JUNCTION,Colorado,81504,,http://www.carpetimegj.com,Al,Ledebur,Al Ledebur,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPETMART CARPET ONE,(605) 348-8900,PO BOX 523,RAPID CITY,South Dakota,57709,,http://WWW.CARPETONEFLOORANDHOMERAPIDCITY.COM,Bob,Fischer,Bob Fischer,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"CARPETS BY BERNARDO, INC",(310) 320-8667,1454 MARCELINA AVE,TORRANCE,California,90501,,,Bernardo,Martinez,Bernardo Martinez,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CARPETS BY OZBURN,(615) 890-7632,1402 NW BROAD ST,MURFREESBORO,Tennessee,37129,,,Jerry,York,Jerry York,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CENTURY TILE & CARPET,(630) 495-2300,747 E ROOSEVELT RD,LOMBARD,Illinois,60148,,http://www.century-tile.com,Fred,Schmidt,Fred Schmidt,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CLEAN CUT CARPET & FLOOR,(414) 690-2377,6826 W LIMA ST,MILWAUKEE,Wisconsin,53223,,,Joseph,Baranek,Joseph Baranek,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CLUFFS CARPET ONE,(860) 447-0383,118 CROSS RD,WATERFORD,Connecticut,6385,,http://www.carpetone.com,Gregory,Cluff,Gregory Cluff,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
COAKLEY CARPET ONE FLOOR & HOME,(315) 386-8161,2535 HWY 68,CANTON,New York,13617,,http://www.coakleycarpetonecanton.com,William,Coakley,William Coakley,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
COLUMBOS FLOORS TO GO,(616) 669-6222,2243 PORT SHELDON ST,JENISON,Michigan,49428,,http://www.columbosftg.com,Scott,Ehrhardt,Scott Ehrhardt,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"COMMUNITY WAREHOUSE, THE",(414) 383-7792,521 S 9TH ST,MILWAUKEE,Wisconsin,53204,,http://www.thecommunitywarehouse.org,Ray,Curtiss,Ray Curtiss,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
